type	time	latitude	longitude	name	desc
T	2017-07-17 23:35:34	43.852600000	-68.534800000		
T	2017-07-17 23:35:57	43.854100000	-68.533400000		
T	2017-07-17 23:36:19	43.855600000	-68.531900000		
T	2017-07-17 23:36:40	43.857000000	-68.530400000		
T	2017-07-17 23:37:00	43.858400000	-68.529000000		
T	2017-07-17 23:37:21	43.859700000	-68.527700000		
T	2017-07-17 23:37:40	43.861100000	-68.526400000		
T	2017-07-17 23:38:02	43.862600000	-68.524900000		
T	2017-07-17 23:38:24	43.864100000	-68.523500000		
T	2017-07-17 23:38:47	43.865500000	-68.522100000		
T	2017-07-17 23:39:06	43.866800000	-68.520700000		
T	2017-07-17 23:39:28	43.868300000	-68.519300000		
T	2017-07-17 23:39:50	43.869800000	-68.517800000		
T	2017-07-17 23:40:12	43.871200000	-68.516400000		
T	2017-07-17 23:40:33	43.872700000	-68.514900000		
T	2017-07-17 23:40:56	43.874200000	-68.513500000		
T	2017-07-17 23:41:18	43.875700000	-68.512200000		
T	2017-07-17 23:41:40	43.877200000	-68.510800000		
T	2017-07-17 23:42:00	43.878500000	-68.509300000		
T	2017-07-17 23:42:22	43.880000000	-68.507900000		
T	2017-07-17 23:42:42	43.881400000	-68.506500000		
T	2017-07-17 23:43:04	43.882900000	-68.505200000		
T	2017-07-17 23:43:26	43.884300000	-68.503800000		
T	2017-07-17 23:43:46	43.885600000	-68.502400000		
T	2017-07-17 23:44:08	43.887100000	-68.501000000		
T	2017-07-17 23:44:28	43.888500000	-68.499600000		
T	2017-07-17 23:44:50	43.890000000	-68.498200000		
T	2017-07-17 23:45:12	43.891400000	-68.496800000		
T	2017-07-17 23:45:32	43.892800000	-68.495400000		
T	2017-07-17 23:45:55	43.894300000	-68.493900000		
T	2017-07-17 23:46:17	43.895800000	-68.492600000		
T	2017-07-17 23:46:38	43.897200000	-68.491200000		
T	2017-07-17 23:46:58	43.898700000	-68.489700000		
T	2017-07-17 23:47:20	43.900100000	-68.488400000		
T	2017-07-17 23:47:42	43.901600000	-68.487000000		
T	2017-07-17 23:48:04	43.903100000	-68.485600000		
T	2017-07-17 23:48:24	43.904500000	-68.484200000		
T	2017-07-17 23:48:46	43.906000000	-68.483100000		
T	2017-07-17 23:49:09	43.907500000	-68.481600000		
T	2017-07-17 23:49:30	43.909000000	-68.480200000		
T	2017-07-17 23:49:50	43.910400000	-68.478900000		
T	2017-07-17 23:50:12	43.911900000	-68.477500000		
T	2017-07-17 23:50:32	43.913300000	-68.476200000		
T	2017-07-17 23:50:54	43.914800000	-68.474900000		
T	2017-07-17 23:51:16	43.916300000	-68.473500000		
T	2017-07-17 23:51:38	43.917800000	-68.472100000		
T	2017-07-17 23:52:00	43.919300000	-68.470700000		
T	2017-07-17 23:52:22	43.920800000	-68.469200000		
T	2017-07-17 23:52:44	43.922200000	-68.467800000		
T	2017-07-17 23:53:06	43.923700000	-68.466400000		
T	2017-07-17 23:53:26	43.925100000	-68.465000000		
T	2017-07-17 23:53:48	43.926500000	-68.463500000		
T	2017-07-17 23:54:10	43.928000000	-68.462000000		
T	2017-07-17 23:54:32	43.929500000	-68.460600000		
T	2017-07-17 23:54:55	43.931000000	-68.459200000		
T	2017-07-17 23:55:16	43.932500000	-68.457600000		
T	2017-07-17 23:55:38	43.933900000	-68.456400000		
T	2017-07-17 23:55:58	43.935300000	-68.455100000		
T	2017-07-17 23:56:20	43.936800000	-68.453600000		
T	2017-07-17 23:56:41	43.938200000	-68.452300000		
T	2017-07-17 23:57:02	43.939700000	-68.450900000		
T	2017-07-17 23:57:22	43.941000000	-68.449400000		
T	2017-07-17 23:57:44	43.942500000	-68.448000000		
T	2017-07-17 23:58:06	43.944000000	-68.446700000		
T	2017-07-17 23:58:28	43.945600000	-68.445400000		
T	2017-07-17 23:58:51	43.947100000	-68.444200000		
T	2017-07-17 23:59:12	43.948600000	-68.442700000		
T	2017-07-17 23:59:34	43.950100000	-68.441300000		
T	2017-07-17 23:59:57	43.951600000	-68.439900000		
T	2017-07-18 00:00:19	43.953100000	-68.438500000		
T	2017-07-18 00:00:40	43.954600000	-68.437000000		
T	2017-07-18 00:01:02	43.956100000	-68.435700000		
T	2017-07-18 00:01:24	43.957600000	-68.434300000		
T	2017-07-18 00:01:44	43.959000000	-68.433000000		
T	2017-07-18 00:02:06	43.960500000	-68.431600000		
T	2017-07-18 00:02:28	43.962100000	-68.430300000		
T	2017-07-18 00:02:50	43.963600000	-68.429000000		
T	2017-07-18 00:03:10	43.965000000	-68.427700000		
T	2017-07-18 00:03:32	43.966600000	-68.426300000		
T	2017-07-18 00:03:55	43.968100000	-68.425000000		
T	2017-07-18 00:04:14	43.969500000	-68.423700000		
T	2017-07-18 00:04:36	43.971100000	-68.422500000		
T	2017-07-18 00:04:58	43.972600000	-68.421200000		
T	2017-07-18 00:05:20	43.974100000	-68.419900000		
T	2017-07-18 00:05:42	43.975700000	-68.418500000		
T	2017-07-18 00:06:04	43.977200000	-68.417200000		
T	2017-07-18 00:06:26	43.978700000	-68.415900000		
T	2017-07-18 00:06:48	43.980300000	-68.414600000		
T	2017-07-18 00:07:08	43.981700000	-68.413300000		
T	2017-07-18 00:07:30	43.983200000	-68.411900000		
T	2017-07-18 00:07:52	43.984800000	-68.410600000		
T	2017-07-18 00:08:12	43.986200000	-68.409400000		
T	2017-07-18 13:53:16	44.274300000	-68.321200000		
T	2017-07-18 14:08:45	44.272900000	-68.319900000		
T	2017-07-18 14:09:53	44.272900000	-68.317500000		
T	2017-07-18 14:10:57	44.272900000	-68.315200000		
T	2017-07-18 14:12:00	44.273400000	-68.312800000		
T	2017-07-18 14:12:56	44.273800000	-68.310600000		
T	2017-07-18 14:13:46	44.273500000	-68.308200000		
T	2017-07-18 14:14:34	44.273400000	-68.305900000		
T	2017-07-18 14:15:22	44.273100000	-68.303500000		
T	2017-07-18 14:16:05	44.272400000	-68.301300000		
T	2017-07-18 14:16:44	44.271400000	-68.299400000		
T	2017-07-18 14:17:27	44.270600000	-68.297300000		
T	2017-07-18 14:18:08	44.270000000	-68.295000000		
T	2017-07-18 14:18:48	44.269200000	-68.292900000		
T	2017-07-18 14:19:28	44.267900000	-68.291400000		
T	2017-07-18 14:20:10	44.266200000	-68.290900000		
T	2017-07-18 14:20:50	44.264900000	-68.289300000		
T	2017-07-18 14:21:30	44.263900000	-68.287400000		
T	2017-07-18 14:22:11	44.262400000	-68.286500000		
T	2017-07-18 14:23:14	44.260900000	-68.285200000		
T	2017-07-18 14:24:13	44.259400000	-68.284200000		
T	2017-07-18 14:25:04	44.257700000	-68.283800000		
T	2017-07-18 14:25:59	44.255900000	-68.283600000		
T	2017-07-18 14:26:52	44.254200000	-68.283500000		
T	2017-07-18 14:27:46	44.252600000	-68.283200000		
T	2017-07-18 14:28:40	44.250900000	-68.283400000		
T	2017-07-18 14:29:31	44.249200000	-68.283300000		
T	2017-07-18 14:30:14	44.247500000	-68.283100000		
T	2017-07-18 14:30:56	44.245900000	-68.282700000		
T	2017-07-18 14:31:39	44.244100000	-68.282300000		
T	2017-07-18 14:32:22	44.242400000	-68.282200000		
T	2017-07-18 14:33:10	44.240700000	-68.282200000		
T	2017-07-18 14:33:58	44.239000000	-68.282400000		
T	2017-07-18 14:34:53	44.237700000	-68.283900000		
T	2017-07-18 14:35:37	44.236400000	-68.285200000		
T	2017-07-18 14:36:18	44.234700000	-68.286000000		
T	2017-07-18 14:37:01	44.233100000	-68.286700000		
T	2017-07-18 14:37:45	44.231300000	-68.287300000		
T	2017-07-18 14:38:25	44.229600000	-68.287800000		
T	2017-07-18 14:39:04	44.228000000	-68.288300000		
T	2017-07-18 14:39:47	44.226300000	-68.288700000		
T	2017-07-18 14:40:28	44.224600000	-68.288900000		
T	2017-07-18 14:41:12	44.222900000	-68.289100000		
T	2017-07-18 14:41:56	44.221200000	-68.289100000		
T	2017-07-18 14:42:36	44.219500000	-68.288700000		
T	2017-07-18 14:43:16	44.217800000	-68.288300000		
T	2017-07-18 14:43:56	44.216100000	-68.288400000		
T	2017-07-18 14:44:36	44.214400000	-68.288300000		
T	2017-07-18 14:45:12	44.212700000	-68.288300000		
T	2017-07-18 14:45:46	44.211000000	-68.288100000		
T	2017-07-18 14:46:22	44.209300000	-68.287800000		
T	2017-07-18 14:47:02	44.207600000	-68.287500000		
T	2017-07-18 14:47:40	44.205900000	-68.287100000		
T	2017-07-18 14:48:18	44.204200000	-68.286900000		
T	2017-07-18 14:48:55	44.202600000	-68.286800000		
T	2017-07-18 14:49:31	44.200900000	-68.286600000		
T	2017-07-18 14:50:09	44.199200000	-68.286000000		
T	2017-07-18 14:50:46	44.197400000	-68.286100000		
T	2017-07-18 14:51:24	44.195700000	-68.286000000		
T	2017-07-18 14:52:00	44.194000000	-68.285600000		
T	2017-07-18 14:52:36	44.192300000	-68.285300000		
T	2017-07-18 14:53:12	44.190700000	-68.285100000		
T	2017-07-18 14:53:48	44.189000000	-68.285000000		
T	2017-07-18 14:54:24	44.187300000	-68.284800000		
T	2017-07-18 14:55:00	44.185600000	-68.284700000		
T	2017-07-18 14:55:36	44.183900000	-68.284600000		
T	2017-07-18 14:56:12	44.182200000	-68.284800000		
T	2017-07-18 14:56:48	44.180500000	-68.284500000		
T	2017-07-18 14:57:27	44.178800000	-68.284000000		
T	2017-07-18 14:58:03	44.177100000	-68.284400000		
T	2017-07-18 14:58:39	44.175400000	-68.284100000		
T	2017-07-18 14:59:12	44.173700000	-68.284000000		
T	2017-07-18 14:59:46	44.171900000	-68.284000000		
T	2017-07-18 15:00:20	44.170100000	-68.283900000		
T	2017-07-18 15:00:52	44.168500000	-68.283800000		
T	2017-07-18 15:01:25	44.166800000	-68.283600000		
T	2017-07-18 15:01:56	44.165100000	-68.283500000		
T	2017-07-18 15:02:30	44.163400000	-68.283300000		
T	2017-07-18 15:03:10	44.161700000	-68.283200000		
T	2017-07-18 15:04:03	44.160000000	-68.283200000		
T	2017-07-18 15:14:12	44.159100000	-68.285200000		
T	2017-07-18 15:16:42	44.157500000	-68.284900000		
T	2017-07-18 15:17:30	44.156000000	-68.283700000		
T	2017-07-18 15:18:10	44.154600000	-68.282200000		
T	2017-07-18 15:19:01	44.153400000	-68.280500000		
T	2017-07-18 15:19:40	44.152100000	-68.279000000		
T	2017-07-18 15:20:20	44.150800000	-68.277600000		
T	2017-07-18 15:21:06	44.149400000	-68.276200000		
T	2017-07-18 15:21:44	44.148000000	-68.274800000		
T	2017-07-18 15:22:16	44.146700000	-68.273400000		
T	2017-07-18 15:22:49	44.145400000	-68.271800000		
T	2017-07-18 15:23:20	44.144000000	-68.270300000		
T	2017-07-18 15:23:52	44.142700000	-68.268800000		
T	2017-07-18 15:24:24	44.141300000	-68.267300000		
T	2017-07-18 15:24:56	44.139900000	-68.265800000		
T	2017-07-18 15:25:28	44.138500000	-68.264300000		
T	2017-07-18 15:26:00	44.137100000	-68.262900000		
T	2017-07-18 15:26:32	44.135600000	-68.261500000		
T	2017-07-18 15:27:04	44.134300000	-68.260000000		
T	2017-07-18 15:27:37	44.132800000	-68.258700000		
T	2017-07-18 15:28:08	44.131400000	-68.257300000		
T	2017-07-18 15:28:40	44.130000000	-68.255900000		
T	2017-07-18 15:29:13	44.128700000	-68.254600000		
T	2017-07-18 15:29:42	44.127300000	-68.253300000		
T	2017-07-18 15:30:16	44.125800000	-68.252000000		
T	2017-07-18 15:31:26	44.124200000	-68.251300000		
T	2017-07-18 15:32:02	44.122800000	-68.249900000		
T	2017-07-18 15:32:38	44.121300000	-68.248600000		
T	2017-07-18 15:33:14	44.119900000	-68.247200000		
T	2017-07-18 15:33:49	44.118500000	-68.245800000		
T	2017-07-18 15:34:22	44.117200000	-68.244300000		
T	2017-07-18 15:34:56	44.115800000	-68.242900000		
T	2017-07-18 15:35:30	44.114400000	-68.241500000		
T	2017-07-18 15:36:04	44.113000000	-68.239900000		
T	2017-07-18 15:36:38	44.111700000	-68.238400000		
T	2017-07-18 15:37:12	44.110400000	-68.236900000		
T	2017-07-18 15:37:47	44.109100000	-68.235300000		
T	2017-07-18 15:38:21	44.107700000	-68.233800000		
T	2017-07-18 15:38:54	44.106400000	-68.232200000		
T	2017-07-18 15:39:28	44.105000000	-68.230800000		
T	2017-07-18 15:40:02	44.103600000	-68.229300000		
T	2017-07-18 15:40:36	44.102200000	-68.227800000		
T	2017-07-18 15:41:09	44.100800000	-68.226500000		
T	2017-07-18 15:41:40	44.099500000	-68.225100000		
T	2017-07-18 15:42:12	44.098100000	-68.223700000		
T	2017-07-18 15:42:44	44.096700000	-68.222400000		
T	2017-07-18 15:43:16	44.095300000	-68.221100000		
T	2017-07-18 15:43:48	44.094000000	-68.219800000		
T	2017-07-18 15:44:20	44.092600000	-68.218400000		
T	2017-07-18 15:44:52	44.091200000	-68.217100000		
T	2017-07-18 15:45:24	44.089800000	-68.215800000		
T	2017-07-18 15:45:56	44.088400000	-68.214500000		
T	2017-07-18 15:46:29	44.087000000	-68.213100000		
T	2017-07-18 15:47:00	44.085600000	-68.211800000		
T	2017-07-18 15:47:32	44.084200000	-68.210500000		
T	2017-07-18 15:48:05	44.082700000	-68.209200000		
T	2017-07-18 15:48:37	44.081300000	-68.207900000		
T	2017-07-18 15:49:08	44.079900000	-68.206600000		
T	2017-07-18 15:49:40	44.078400000	-68.205300000		
T	2017-07-18 15:50:13	44.077000000	-68.204000000		
T	2017-07-18 15:50:47	44.075500000	-68.202600000		
T	2017-07-18 15:51:20	44.074100000	-68.201300000		
T	2017-07-18 15:51:54	44.072600000	-68.200000000		
T	2017-07-18 15:52:26	44.071200000	-68.198600000		
T	2017-07-18 15:53:01	44.069900000	-68.197200000		
T	2017-07-18 15:57:00	44.068200000	-68.196900000		
T	2017-07-18 16:05:17	44.067100000	-68.198700000		
T	2017-07-18 16:10:11	44.065400000	-68.199300000		
T	2017-07-18 16:10:45	44.064000000	-68.197900000		
T	2017-07-18 16:11:16	44.062600000	-68.196600000		
T	2017-07-18 16:11:49	44.061200000	-68.195100000		
T	2017-07-18 16:12:21	44.059800000	-68.193700000		
T	2017-07-18 16:12:52	44.058500000	-68.192200000		
T	2017-07-18 16:13:24	44.057100000	-68.190800000		
T	2017-07-18 16:13:57	44.055800000	-68.189300000		
T	2017-07-18 16:14:28	44.054500000	-68.187800000		
T	2017-07-18 16:15:00	44.053100000	-68.186200000		
T	2017-07-18 16:15:32	44.051900000	-68.184700000		
T	2017-07-18 16:16:04	44.050600000	-68.183100000		
T	2017-07-18 16:16:36	44.049200000	-68.181500000		
T	2017-07-18 16:17:08	44.047900000	-68.179900000		
T	2017-07-18 16:17:38	44.046600000	-68.178400000		
T	2017-07-18 16:18:09	44.045300000	-68.176900000		
T	2017-07-18 16:18:38	44.044000000	-68.175300000		
T	2017-07-18 16:19:07	44.042700000	-68.173700000		
T	2017-07-18 16:19:38	44.041400000	-68.172200000		
T	2017-07-18 16:20:08	44.040000000	-68.170700000		
T	2017-07-18 16:20:38	44.038600000	-68.169300000		
T	2017-07-18 16:21:08	44.037200000	-68.168000000		
T	2017-07-18 16:21:38	44.035800000	-68.166600000		
T	2017-07-18 16:22:08	44.034400000	-68.165200000		
T	2017-07-18 16:22:38	44.033000000	-68.163700000		
T	2017-07-18 16:23:08	44.031600000	-68.162200000		
T	2017-07-18 16:23:39	44.030200000	-68.160700000		
T	2017-07-18 16:24:08	44.028800000	-68.159300000		
T	2017-07-18 16:24:39	44.027500000	-68.157800000		
T	2017-07-18 16:25:06	44.026200000	-68.156300000		
T	2017-07-18 16:25:36	44.024900000	-68.154800000		
T	2017-07-18 16:26:06	44.023500000	-68.153300000		
T	2017-07-18 16:26:37	44.022200000	-68.151700000		
T	2017-07-18 16:27:06	44.020800000	-68.150100000		
T	2017-07-18 16:27:32	44.019400000	-68.148600000		
T	2017-07-18 16:27:58	44.018000000	-68.147200000		
T	2017-07-18 16:28:25	44.016600000	-68.145800000		
T	2017-07-18 16:28:51	44.015200000	-68.144400000		
T	2017-07-18 16:29:17	44.013800000	-68.143000000		
T	2017-07-18 16:29:42	44.012400000	-68.141600000		
T	2017-07-18 16:30:08	44.011000000	-68.140100000		
T	2017-07-18 16:30:34	44.009700000	-68.138600000		
T	2017-07-18 16:31:00	44.008300000	-68.137100000		
T	2017-07-18 16:31:25	44.006900000	-68.135600000		
T	2017-07-18 16:31:52	44.005500000	-68.134200000		
T	2017-07-18 16:32:18	44.004200000	-68.132800000		
T	2017-07-18 16:32:44	44.002900000	-68.131200000		
T	2017-07-18 16:33:10	44.001500000	-68.129800000		
T	2017-07-18 16:33:37	44.000200000	-68.128400000		
T	2017-07-18 16:34:02	43.998800000	-68.126900000		
T	2017-07-18 16:34:28	43.997500000	-68.125400000		
T	2017-07-18 16:34:54	43.996300000	-68.123800000		
T	2017-07-18 16:35:20	43.995100000	-68.122100000		
T	2017-07-18 16:35:48	43.993900000	-68.120400000		
T	2017-07-18 16:36:14	43.992500000	-68.119000000		
T	2017-07-18 16:36:40	43.991200000	-68.117400000		
T	2017-07-18 16:37:06	43.989800000	-68.116200000		
T	2017-07-18 16:37:32	43.988300000	-68.114900000		
T	2017-07-18 16:37:58	43.987100000	-68.113200000		
T	2017-07-18 16:38:28	43.986000000	-68.111500000		
T	2017-07-18 16:39:00	43.984800000	-68.109800000		
T	2017-07-18 16:39:31	43.983500000	-68.108200000		
T	2017-07-18 16:52:55	43.982000000	-68.107100000		
T	2017-07-18 16:53:29	43.980400000	-68.106100000		
T	2017-07-18 16:54:04	43.978900000	-68.104800000		
T	2017-07-18 16:54:36	43.977500000	-68.103700000		
T	2017-07-18 16:55:08	43.976000000	-68.102400000		
T	2017-07-18 16:55:38	43.974600000	-68.101100000		
T	2017-07-18 16:56:08	43.973100000	-68.099800000		
T	2017-07-18 16:56:38	43.971700000	-68.098500000		
T	2017-07-18 16:57:08	43.970300000	-68.097100000		
T	2017-07-18 16:57:39	43.968900000	-68.095700000		
T	2017-07-18 16:58:08	43.967600000	-68.094100000		
T	2017-07-18 16:58:39	43.966500000	-68.092300000		
T	2017-07-18 16:59:08	43.965200000	-68.090600000		
T	2017-07-18 16:59:36	43.963900000	-68.089200000		
T	2017-07-18 17:00:04	43.962600000	-68.087700000		
T	2017-07-18 17:00:34	43.961100000	-68.086200000		
T	2017-07-18 17:01:01	43.959800000	-68.084800000		
T	2017-07-18 17:01:28	43.958600000	-68.083200000		
T	2017-07-18 17:01:56	43.957300000	-68.081600000		
T	2017-07-18 17:02:24	43.956000000	-68.080000000		
T	2017-07-18 17:02:52	43.954800000	-68.078400000		
T	2017-07-18 17:03:20	43.953600000	-68.076800000		
T	2017-07-18 17:03:48	43.952200000	-68.075200000		
T	2017-07-18 17:04:16	43.950900000	-68.073600000		
T	2017-07-18 17:04:45	43.949600000	-68.072100000		
T	2017-07-18 17:05:12	43.948400000	-68.070400000		
T	2017-07-18 17:05:42	43.947200000	-68.068700000		
T	2017-07-18 17:06:09	43.945900000	-68.067100000		
T	2017-07-18 17:06:33	43.944600000	-68.065600000		
T	2017-07-18 17:06:57	43.943400000	-68.064000000		
T	2017-07-18 17:07:22	43.942100000	-68.062300000		
T	2017-07-18 17:07:46	43.940800000	-68.060600000		
T	2017-07-18 17:08:10	43.939600000	-68.059100000		
T	2017-07-18 17:08:34	43.938300000	-68.057500000		
T	2017-07-18 17:08:58	43.937100000	-68.055900000		
T	2017-07-18 17:09:22	43.935800000	-68.054300000		
T	2017-07-18 17:09:48	43.934500000	-68.052600000		
T	2017-07-18 17:10:12	43.933200000	-68.051100000		
T	2017-07-18 17:10:36	43.932000000	-68.049500000		
T	2017-07-18 17:11:00	43.930700000	-68.047900000		
T	2017-07-18 17:11:24	43.929500000	-68.046300000		
T	2017-07-18 17:11:48	43.928200000	-68.044700000		
T	2017-07-18 17:12:12	43.927000000	-68.043100000		
T	2017-07-18 17:12:36	43.925800000	-68.041500000		
T	2017-07-18 17:13:00	43.924500000	-68.039900000		
T	2017-07-18 17:13:24	43.923400000	-68.038300000		
T	2017-07-18 17:13:48	43.922100000	-68.036700000		
T	2017-07-18 17:14:10	43.920900000	-68.035100000		
T	2017-07-18 17:14:32	43.919600000	-68.033500000		
T	2017-07-18 17:14:56	43.918200000	-68.031900000		
T	2017-07-18 17:15:18	43.916900000	-68.030200000		
T	2017-07-18 17:15:40	43.915600000	-68.028600000		
T	2017-07-18 17:16:03	43.914300000	-68.027000000		
T	2017-07-18 17:16:25	43.913100000	-68.025300000		
T	2017-07-18 17:16:50	43.911500000	-68.024900000		
T	2017-07-18 17:17:18	43.909700000	-68.025000000		
T	2017-07-18 17:17:44	43.908000000	-68.024300000		
T	2017-07-18 17:18:08	43.906300000	-68.023400000		
T	2017-07-18 17:18:32	43.904500000	-68.023100000		
T	2017-07-18 17:18:56	43.902800000	-68.023100000		
T	2017-07-18 17:19:18	43.901100000	-68.023200000		
T	2017-07-18 17:19:42	43.899300000	-68.023400000		
T	2017-07-18 17:20:06	43.897500000	-68.023500000		
T	2017-07-18 17:20:30	43.895700000	-68.023500000		
T	2017-07-18 17:20:54	43.893900000	-68.023400000		
T	2017-07-18 17:21:18	43.892100000	-68.023400000		
T	2017-07-18 17:21:50	43.890400000	-68.023400000		
T	2017-07-18 17:23:30	43.889200000	-68.021700000		
T	2017-07-18 17:24:02	43.888100000	-68.019900000		
T	2017-07-18 17:26:19	43.889300000	-68.021600000		
T	2017-07-18 17:30:27	43.890800000	-68.022600000		
T	2017-07-18 17:42:16	43.892500000	-68.022800000		
T	2017-07-18 17:44:16	43.890800000	-68.022600000		
T	2017-07-18 18:02:44	43.892400000	-68.022300000		
T	2017-07-18 18:06:32	43.891200000	-68.020600000		
T	2017-07-18 18:06:56	43.889700000	-68.019300000		
T	2017-07-18 18:07:18	43.888200000	-68.018100000		
T	2017-07-18 18:07:42	43.886700000	-68.016700000		
T	2017-07-18 18:08:04	43.885200000	-68.015000000		
T	2017-07-18 18:08:26	43.883900000	-68.013600000		
T	2017-07-18 18:08:45	43.882600000	-68.012100000		
T	2017-07-18 18:09:08	43.881200000	-68.010600000		
T	2017-07-18 18:09:30	43.879800000	-68.009100000		
T	2017-07-18 18:09:52	43.878500000	-68.007500000		
T	2017-07-18 18:10:14	43.877000000	-68.006100000		
T	2017-07-18 18:10:36	43.875600000	-68.004600000		
T	2017-07-18 18:10:58	43.874300000	-68.003100000		
T	2017-07-18 18:11:19	43.872900000	-68.001600000		
T	2017-07-18 18:11:41	43.871400000	-68.000200000		
T	2017-07-18 18:12:04	43.870000000	-67.998700000		
T	2017-07-18 18:12:26	43.868600000	-67.997200000		
T	2017-07-18 18:12:48	43.867200000	-67.995700000		
T	2017-07-18 18:13:10	43.865800000	-67.994300000		
T	2017-07-18 18:13:32	43.864300000	-67.992900000		
T	2017-07-18 18:13:53	43.862900000	-67.991400000		
T	2017-07-18 18:14:15	43.861500000	-67.989900000		
T	2017-07-18 18:14:38	43.860100000	-67.988500000		
T	2017-07-18 18:15:00	43.858600000	-67.987000000		
T	2017-07-18 18:15:22	43.857200000	-67.985600000		
T	2017-07-18 18:15:44	43.855700000	-67.984200000		
T	2017-07-18 18:16:06	43.854300000	-67.982800000		
T	2017-07-18 18:16:28	43.852800000	-67.981400000		
T	2017-07-18 18:16:49	43.851400000	-67.980000000		
T	2017-07-18 18:17:12	43.850000000	-67.978600000		
T	2017-07-18 18:17:34	43.848600000	-67.977100000		
T	2017-07-18 18:17:56	43.847100000	-67.975700000		
T	2017-07-18 18:18:18	43.845700000	-67.974300000		
T	2017-07-18 18:18:40	43.844200000	-67.972900000		
T	2017-07-18 18:19:02	43.842800000	-67.971500000		
T	2017-07-18 18:19:24	43.841300000	-67.970100000		
T	2017-07-18 18:19:46	43.839800000	-67.968700000		
T	2017-07-18 18:20:08	43.838400000	-67.967300000		
T	2017-07-18 18:20:30	43.836900000	-67.965900000		
T	2017-07-18 18:20:52	43.835400000	-67.964500000		
T	2017-07-18 18:21:14	43.834000000	-67.963100000		
T	2017-07-18 18:21:36	43.832500000	-67.961800000		
T	2017-07-18 18:21:59	43.831000000	-67.960400000		
T	2017-07-18 18:22:20	43.829600000	-67.959000000		
T	2017-07-18 18:22:42	43.828100000	-67.957600000		
T	2017-07-18 18:23:04	43.826700000	-67.956200000		
T	2017-07-18 18:23:26	43.825200000	-67.954900000		
T	2017-07-18 18:23:48	43.823700000	-67.953500000		
T	2017-07-18 18:24:10	43.822200000	-67.952200000		
T	2017-07-18 18:24:33	43.820800000	-67.950800000		
T	2017-07-18 18:24:54	43.819300000	-67.949400000		
T	2017-07-18 18:25:16	43.817900000	-67.948000000		
T	2017-07-18 18:25:38	43.816400000	-67.946600000		
T	2017-07-18 18:26:00	43.815000000	-67.945100000		
T	2017-07-18 18:26:22	43.813600000	-67.943600000		
T	2017-07-18 18:26:45	43.812200000	-67.942100000		
T	2017-07-18 18:27:06	43.810900000	-67.940700000		
T	2017-07-18 18:27:28	43.809400000	-67.939200000		
T	2017-07-18 18:27:50	43.808100000	-67.937700000		
T	2017-07-18 18:28:12	43.806700000	-67.936300000		
T	2017-07-18 18:28:36	43.805400000	-67.934600000		
T	2017-07-18 18:29:12	43.804100000	-67.932900000		
T	2017-07-18 18:29:50	43.803200000	-67.930900000		
T	2017-07-18 18:42:54	43.804900000	-67.931000000		
T	2017-07-18 18:46:12	43.803300000	-67.930100000		
T	2017-07-18 18:46:34	43.801800000	-67.928700000		
T	2017-07-18 18:46:57	43.800300000	-67.927300000		
T	2017-07-18 18:47:19	43.798800000	-67.925900000		
T	2017-07-18 18:47:40	43.797400000	-67.924500000		
T	2017-07-18 18:48:02	43.795900000	-67.923100000		
T	2017-07-18 18:48:24	43.794400000	-67.921800000		
T	2017-07-18 18:48:46	43.792800000	-67.920400000		
T	2017-07-18 18:49:08	43.791300000	-67.919100000		
T	2017-07-18 18:49:31	43.789800000	-67.917700000		
T	2017-07-18 18:49:53	43.788300000	-67.916400000		
T	2017-07-18 18:50:14	43.786800000	-67.915000000		
T	2017-07-18 18:50:36	43.785300000	-67.913600000		
T	2017-07-18 18:50:58	43.783800000	-67.912200000		
T	2017-07-18 18:51:20	43.782300000	-67.910800000		
T	2017-07-18 18:51:42	43.780800000	-67.909400000		
T	2017-07-18 18:52:05	43.779300000	-67.907900000		
T	2017-07-18 18:52:27	43.777800000	-67.906500000		
T	2017-07-18 18:52:48	43.776300000	-67.905100000		
T	2017-07-18 18:53:10	43.774900000	-67.903700000		
T	2017-07-18 18:53:32	43.773400000	-67.902300000		
T	2017-07-18 18:53:54	43.771900000	-67.900900000		
T	2017-07-18 18:54:16	43.770400000	-67.899500000		
T	2017-07-18 18:54:38	43.769000000	-67.898100000		
T	2017-07-18 18:55:00	43.767500000	-67.896700000		
T	2017-07-18 18:55:22	43.766000000	-67.895200000		
T	2017-07-18 18:55:44	43.764600000	-67.893800000		
T	2017-07-18 18:56:06	43.763100000	-67.892400000		
T	2017-07-18 18:56:29	43.761600000	-67.891100000		
T	2017-07-18 18:56:50	43.760100000	-67.889700000		
T	2017-07-18 18:57:12	43.758700000	-67.888300000		
T	2017-07-18 18:57:34	43.757200000	-67.886900000		
T	2017-07-18 18:57:56	43.755700000	-67.885600000		
T	2017-07-18 18:58:18	43.754200000	-67.884200000		
T	2017-07-18 18:58:40	43.752700000	-67.882900000		
T	2017-07-18 18:59:03	43.751300000	-67.881500000		
T	2017-07-18 18:59:24	43.749800000	-67.880200000		
T	2017-07-18 18:59:46	43.748300000	-67.878800000		
T	2017-07-18 19:00:08	43.746800000	-67.877400000		
T	2017-07-18 19:00:30	43.745200000	-67.876100000		
T	2017-07-18 19:00:52	43.743800000	-67.874700000		
T	2017-07-18 19:01:14	43.742300000	-67.873300000		
T	2017-07-18 19:01:35	43.740800000	-67.871900000		
