type	time	latitude	longitude	name	desc
T	2018-05-18 11:35:05	43.658912000	-70.235407000		
T	2018-05-18 11:35:45	43.659105000	-70.233068000		
T	2018-05-18 11:36:21	43.658475000	-70.230902000		
T	2018-05-18 11:36:58	43.657715000	-70.228810000		
T	2018-05-18 11:37:35	43.656917000	-70.226737000		
T	2018-05-18 11:38:11	43.655965000	-70.224818000		
T	2018-05-18 11:38:48	43.654790000	-70.223122000		
T	2018-05-18 11:39:17	43.653303000	-70.222072000		
T	2018-05-18 11:39:38	43.651767000	-70.221152000		
T	2018-05-18 11:39:59	43.650108000	-70.220517000		
T	2018-05-18 11:40:20	43.648362000	-70.219880000		
T	2018-05-18 11:40:42	43.646728000	-70.219175000		
T	2018-05-18 11:41:02	43.645102000	-70.218452000		
T	2018-05-18 11:41:23	43.643438000	-70.217688000		
T	2018-05-18 11:41:44	43.641723000	-70.216913000		
T	2018-05-18 11:42:05	43.640095000	-70.216148000		
T	2018-05-18 11:42:24	43.638500000	-70.215288000		
T	2018-05-18 11:42:44	43.636913000	-70.214387000		
T	2018-05-18 11:43:05	43.635332000	-70.213475000		
T	2018-05-18 11:43:24	43.633902000	-70.212213000		
T	2018-05-18 11:43:44	43.632488000	-70.210898000		
T	2018-05-18 11:44:05	43.631060000	-70.209620000		
T	2018-05-18 11:44:25	43.629633000	-70.208342000		
T	2018-05-18 11:44:44	43.628207000	-70.207023000		
T	2018-05-18 11:45:05	43.627187000	-70.205167000		
T	2018-05-18 11:45:25	43.626452000	-70.203057000		
T	2018-05-18 11:45:44	43.625863000	-70.200867000		
T	2018-05-18 11:46:05	43.625292000	-70.198635000		
T	2018-05-18 11:46:25	43.624725000	-70.196407000		
T	2018-05-18 11:46:44	43.624208000	-70.194162000		
T	2018-05-18 11:47:05	43.623697000	-70.191932000		
T	2018-05-18 11:47:24	43.623142000	-70.189717000		
T	2018-05-18 11:47:45	43.622708000	-70.187387000		
T	2018-05-18 11:48:07	43.622255000	-70.185010000		
T	2018-05-18 11:48:29	43.621830000	-70.182732000		
T	2018-05-18 11:48:50	43.621413000	-70.180480000		
T	2018-05-18 11:49:11	43.620987000	-70.178225000		
T	2018-05-18 11:49:31	43.620610000	-70.175965000		
T	2018-05-18 11:49:53	43.620548000	-70.173657000		
T	2018-05-18 11:50:15	43.621020000	-70.171345000		
T	2018-05-18 11:50:36	43.621682000	-70.169227000		
T	2018-05-18 11:50:57	43.622518000	-70.167207000		
T	2018-05-18 11:51:18	43.623387000	-70.165113000		
T	2018-05-18 11:51:41	43.624235000	-70.163013000		
T	2018-05-18 11:52:03	43.625088000	-70.160940000		
T	2018-05-18 11:52:24	43.625943000	-70.158852000		
T	2018-05-18 11:52:46	43.626823000	-70.156802000		
T	2018-05-18 11:53:08	43.627700000	-70.154748000		
T	2018-05-18 11:53:30	43.628560000	-70.152667000		
T	2018-05-18 11:53:53	43.629352000	-70.150525000		
T	2018-05-18 11:54:15	43.630122000	-70.148368000		
T	2018-05-18 11:54:36	43.630833000	-70.146265000		
T	2018-05-18 11:54:57	43.631578000	-70.144180000		
T	2018-05-18 11:55:18	43.632328000	-70.142012000		
T	2018-05-18 11:55:41	43.633153000	-70.139797000		
T	2018-05-18 11:56:04	43.633982000	-70.137710000		
T	2018-05-18 11:56:26	43.634740000	-70.135617000		
T	2018-05-18 11:56:47	43.635432000	-70.133478000		
T	2018-05-18 11:57:09	43.636123000	-70.131327000		
T	2018-05-18 11:57:31	43.636872000	-70.129222000		
T	2018-05-18 11:57:53	43.637608000	-70.127113000		
T	2018-05-18 11:58:16	43.638332000	-70.124888000		
T	2018-05-18 11:58:39	43.639033000	-70.122728000		
T	2018-05-18 11:59:01	43.639765000	-70.120620000		
T	2018-05-18 11:59:23	43.640497000	-70.118490000		
T	2018-05-18 11:59:44	43.641212000	-70.116352000		
T	2018-05-18 12:00:06	43.641905000	-70.114197000		
T	2018-05-18 12:00:28	43.642680000	-70.112087000		
T	2018-05-18 12:00:51	43.643550000	-70.109952000		
T	2018-05-18 12:01:14	43.644348000	-70.107857000		
T	2018-05-18 12:01:36	43.645192000	-70.105777000		
T	2018-05-18 12:01:58	43.646030000	-70.103675000		
T	2018-05-18 12:02:20	43.646842000	-70.101563000		
T	2018-05-18 12:02:41	43.647645000	-70.099435000		
T	2018-05-18 12:03:03	43.648443000	-70.097305000		
T	2018-05-18 12:03:26	43.649218000	-70.095147000		
T	2018-05-18 12:03:48	43.650012000	-70.093007000		
T	2018-05-18 12:04:09	43.650798000	-70.090972000		
T	2018-05-18 12:04:31	43.651578000	-70.088823000		
T	2018-05-18 12:04:51	43.652310000	-70.086752000		
T	2018-05-18 12:05:14	43.653128000	-70.084523000		
T	2018-05-18 12:05:37	43.653943000	-70.082398000		
T	2018-05-18 12:05:59	43.654732000	-70.080280000		
T	2018-05-18 12:06:21	43.655543000	-70.078223000		
T	2018-05-18 12:06:43	43.656315000	-70.076118000		
T	2018-05-18 12:07:04	43.657135000	-70.074043000		
T	2018-05-18 12:07:26	43.658423000	-70.072508000		
T	2018-05-18 12:07:49	43.659797000	-70.070930000		
T	2018-05-18 12:08:12	43.661112000	-70.069387000		
T	2018-05-18 12:08:34	43.662470000	-70.067900000		
T	2018-05-18 12:08:56	43.663890000	-70.066587000		
T	2018-05-18 12:09:17	43.665337000	-70.065245000		
T	2018-05-18 12:09:39	43.666783000	-70.063913000		
T	2018-05-18 12:10:01	43.668268000	-70.062648000		
T	2018-05-18 12:10:23	43.669653000	-70.061355000		
T	2018-05-18 12:10:45	43.671038000	-70.059893000		
T	2018-05-18 12:11:07	43.672440000	-70.058490000		
T	2018-05-18 12:11:29	43.673835000	-70.057062000		
T	2018-05-18 12:11:50	43.675223000	-70.055613000		
T	2018-05-18 12:12:12	43.676530000	-70.054162000		
T	2018-05-18 12:12:33	43.677882000	-70.052790000		
T	2018-05-18 12:12:53	43.679227000	-70.051385000		
T	2018-05-18 12:13:14	43.680552000	-70.049978000		
T	2018-05-18 12:13:36	43.681977000	-70.048583000		
T	2018-05-18 12:13:59	43.683425000	-70.047238000		
T	2018-05-18 12:14:20	43.684840000	-70.045927000		
T	2018-05-18 12:14:40	43.686232000	-70.044627000		
T	2018-05-18 12:15:01	43.687625000	-70.043323000		
T	2018-05-18 12:15:23	43.689023000	-70.041987000		
T	2018-05-18 12:15:44	43.690438000	-70.040692000		
T	2018-05-18 12:16:04	43.691810000	-70.039358000		
T	2018-05-18 12:16:25	43.693163000	-70.037970000		
T	2018-05-18 12:16:47	43.694492000	-70.036537000		
T	2018-05-18 12:17:08	43.695847000	-70.035172000		
T	2018-05-18 12:17:29	43.697215000	-70.033802000		
T	2018-05-18 12:17:49	43.698585000	-70.032437000		
T	2018-05-18 12:18:11	43.699927000	-70.031035000		
T	2018-05-18 12:18:32	43.701263000	-70.029572000		
T	2018-05-18 12:18:53	43.702615000	-70.028160000		
T	2018-05-18 12:19:13	43.703968000	-70.026745000		
T	2018-05-18 12:19:35	43.705470000	-70.025707000		
T	2018-05-18 12:19:56	43.707120000	-70.025095000		
T	2018-05-18 12:20:16	43.708740000	-70.024330000		
T	2018-05-18 12:20:37	43.710373000	-70.023568000		
T	2018-05-18 12:20:59	43.712033000	-70.022810000		
T	2018-05-18 12:21:20	43.713695000	-70.022115000		
T	2018-05-18 12:21:42	43.715383000	-70.021513000		
T	2018-05-18 12:22:03	43.716973000	-70.020545000		
T	2018-05-18 12:22:25	43.718617000	-70.019655000		
T	2018-05-18 12:22:48	43.720282000	-70.018998000		
T	2018-05-18 12:23:10	43.721957000	-70.018343000		
T	2018-05-18 12:23:31	43.723492000	-70.017218000		
T	2018-05-18 12:23:52	43.724957000	-70.016087000		
T	2018-05-18 12:24:13	43.726412000	-70.014920000		
T	2018-05-18 12:24:35	43.727865000	-70.013748000		
T	2018-05-18 12:24:56	43.729308000	-70.012592000		
T	2018-05-18 12:25:17	43.730822000	-70.011428000		
T	2018-05-18 12:25:39	43.732342000	-70.010260000		
T	2018-05-18 12:26:01	43.733858000	-70.009068000		
T	2018-05-18 12:26:23	43.735295000	-70.007868000		
T	2018-05-18 12:26:45	43.736782000	-70.006607000		
T	2018-05-18 12:27:06	43.738147000	-70.005270000		
T	2018-05-18 12:27:26	43.739558000	-70.004018000		
T	2018-05-18 12:27:47	43.741075000	-70.003010000		
T	2018-05-18 12:28:09	43.742563000	-70.001963000		
T	2018-05-18 12:28:33	43.744062000	-70.000888000		
T	2018-05-18 12:29:10	43.745580000	-69.999862000		
T	2018-05-18 12:29:46	43.747117000	-69.998775000		
T	2018-05-18 12:30:23	43.748622000	-69.997758000		
T	2018-05-18 12:31:03	43.750120000	-69.996692000		
T	2018-05-18 12:31:51	43.751558000	-69.995493000		
T	2018-05-18 12:32:41	43.752647000	-69.993722000		
T	2018-05-18 12:36:21	43.754298000	-69.993347000		
T	2018-05-18 12:36:45	43.755862000	-69.992397000		
T	2018-05-18 12:37:08	43.757413000	-69.991387000		
T	2018-05-18 12:37:31	43.758973000	-69.990427000		
T	2018-05-18 12:37:53	43.760593000	-69.989675000		
T	2018-05-18 12:38:15	43.762193000	-69.988845000		
T	2018-05-18 12:38:36	43.763623000	-69.987622000		
T	2018-05-18 12:38:58	43.764890000	-69.986015000		
T	2018-05-18 12:39:20	43.766133000	-69.984402000		
T	2018-05-18 12:39:43	43.767423000	-69.982827000		
T	2018-05-18 12:40:05	43.768658000	-69.981242000		
T	2018-05-18 12:40:39	43.769933000	-69.979648000		
T	2018-05-18 12:41:12	43.771402000	-69.978462000		
T	2018-05-18 12:41:41	43.773107000	-69.978358000		
T	2018-05-18 12:42:07	43.774835000	-69.978195000		
T	2018-05-18 12:42:34	43.776542000	-69.977805000		
T	2018-05-18 12:43:02	43.778175000	-69.977340000		
T	2018-05-18 12:43:30	43.779847000	-69.976767000		
T	2018-05-18 12:43:57	43.781288000	-69.975455000		
T	2018-05-18 12:44:25	43.782825000	-69.974540000		
T	2018-05-18 12:44:52	43.784357000	-69.973607000		
T	2018-05-18 12:45:19	43.785880000	-69.972665000		
T	2018-05-18 12:45:47	43.787432000	-69.971647000		
T	2018-05-18 12:46:19	43.788953000	-69.970540000		
T	2018-05-18 12:46:49	43.790382000	-69.969302000		
T	2018-05-18 12:47:20	43.791715000	-69.967837000		
T	2018-05-18 12:47:53	43.792857000	-69.966073000		
T	2018-05-18 12:48:27	43.794015000	-69.964348000		
T	2018-05-18 12:49:07	43.794770000	-69.962277000		
T	2018-05-18 12:49:56	43.794617000	-69.959933000		
T	2018-05-18 12:51:06	43.793338000	-69.958443000		
T	2018-05-18 13:00:56	43.794305000	-69.960358000		
T	2018-05-18 13:01:50	43.794665000	-69.962638000		
T	2018-05-18 13:03:03	43.793813000	-69.964623000		
T	2018-05-18 13:18:57	43.792613000	-69.966287000		
T	2018-05-18 13:19:34	43.791333000	-69.967802000		
T	2018-05-18 13:20:10	43.789857000	-69.968945000		
T	2018-05-18 13:20:46	43.788413000	-69.970112000		
T	2018-05-18 13:21:22	43.786982000	-69.971442000		
T	2018-05-18 13:21:58	43.785550000	-69.972737000		
T	2018-05-18 13:22:34	43.784110000	-69.974007000		
T	2018-05-18 13:23:10	43.782677000	-69.975325000		
T	2018-05-18 13:23:46	43.781312000	-69.976835000		
T	2018-05-18 13:24:22	43.779955000	-69.978310000		
T	2018-05-18 13:24:58	43.778308000	-69.978992000		
T	2018-05-18 13:25:34	43.776623000	-69.978470000		
T	2018-05-18 13:26:10	43.774957000	-69.978583000		
T	2018-05-18 13:26:46	43.773288000	-69.978825000		
T	2018-05-18 13:27:22	43.771602000	-69.979027000		
T	2018-05-18 13:27:58	43.769912000	-69.979187000		
T	2018-05-18 13:28:35	43.768315000	-69.979900000		
T	2018-05-18 13:29:11	43.767035000	-69.981473000		
T	2018-05-18 13:29:47	43.765657000	-69.982868000		
T	2018-05-18 13:30:22	43.764260000	-69.984165000		
T	2018-05-18 13:30:57	43.762885000	-69.985523000		
T	2018-05-18 13:31:32	43.761525000	-69.986873000		
T	2018-05-18 13:32:08	43.760115000	-69.988262000		
T	2018-05-18 13:32:43	43.758653000	-69.989432000		
T	2018-05-18 13:33:19	43.757113000	-69.990495000		
T	2018-05-18 13:33:59	43.755578000	-69.991523000		
T	2018-05-18 13:34:43	43.754065000	-69.992498000		
T	2018-05-18 13:43:05	43.752653000	-69.993728000		
T	2018-05-18 13:53:30	43.751060000	-69.994653000		
T	2018-05-18 13:54:15	43.749622000	-69.995880000		
T	2018-05-18 13:54:54	43.748147000	-69.996995000		
T	2018-05-18 13:55:34	43.746627000	-69.998065000		
T	2018-05-18 13:56:14	43.745140000	-69.999133000		
T	2018-05-18 13:56:53	43.743640000	-70.000262000		
T	2018-05-18 13:57:32	43.742140000	-70.001307000		
T	2018-05-18 13:58:12	43.740633000	-70.002308000		
T	2018-05-18 13:58:52	43.739127000	-70.003378000		
T	2018-05-18 13:59:31	43.737657000	-70.004558000		
T	2018-05-18 14:00:11	43.736178000	-70.005683000		
T	2018-05-18 14:00:52	43.734765000	-70.006957000		
T	2018-05-18 14:01:32	43.733273000	-70.008073000		
T	2018-05-18 14:02:13	43.731768000	-70.009112000		
T	2018-05-18 14:02:52	43.730288000	-70.010293000		
T	2018-05-18 14:03:28	43.728832000	-70.011440000		
T	2018-05-18 14:04:06	43.727313000	-70.012523000		
T	2018-05-18 14:04:44	43.725803000	-70.013570000		
T	2018-05-18 14:05:23	43.724337000	-70.014732000		
T	2018-05-18 14:06:01	43.722883000	-70.015932000		
T	2018-05-18 14:06:40	43.721397000	-70.016980000		
T	2018-05-18 14:07:21	43.719862000	-70.017980000		
T	2018-05-18 14:08:03	43.718193000	-70.018493000		
T	2018-05-18 14:08:44	43.716517000	-70.018857000		
T	2018-05-18 14:09:26	43.714823000	-70.019067000		
T	2018-05-18 14:10:05	43.713173000	-70.019428000		
T	2018-05-18 14:10:46	43.711508000	-70.019650000		
T	2018-05-18 14:11:25	43.709853000	-70.020013000		
T	2018-05-18 14:12:02	43.708240000	-70.020618000		
T	2018-05-18 14:12:49	43.706660000	-70.019833000		
T	2018-05-18 14:13:52	43.706367000	-70.017562000		
T	2018-05-18 14:21:56	43.705422000	-70.019488000		
T	2018-05-18 14:22:39	43.704148000	-70.021048000		
T	2018-05-18 14:33:56	43.703682000	-70.023262000		
T	2018-05-18 14:41:36	43.702562000	-70.025060000		
T	2018-05-18 14:42:18	43.700883000	-70.025473000		
T	2018-05-18 14:42:58	43.699253000	-70.026133000		
T	2018-05-18 14:43:37	43.697555000	-70.026153000		
T	2018-05-18 14:44:20	43.695910000	-70.025728000		
T	2018-05-18 14:45:00	43.694578000	-70.024322000		
T	2018-05-18 14:45:42	43.693057000	-70.023300000		
T	2018-05-18 14:46:25	43.691923000	-70.021545000		
T	2018-05-18 14:47:08	43.690942000	-70.019637000		
T	2018-05-18 14:47:49	43.690040000	-70.017637000		
T	2018-05-18 14:48:32	43.689103000	-70.015722000		
T	2018-05-18 14:49:14	43.688313000	-70.013660000		
T	2018-05-18 14:49:58	43.688153000	-70.011330000		
T	2018-05-18 14:50:40	43.687782000	-70.009032000		
T	2018-05-18 14:51:19	43.687467000	-70.006727000		
T	2018-05-18 14:51:58	43.687358000	-70.004372000		
T	2018-05-18 14:52:36	43.687087000	-70.002073000		
T	2018-05-18 14:53:14	43.686718000	-69.999823000		
T	2018-05-18 14:53:52	43.686427000	-69.997527000		
T	2018-05-18 14:54:31	43.686175000	-69.995205000		
T	2018-05-18 14:55:08	43.686243000	-69.992823000		
T	2018-05-18 14:55:45	43.686395000	-69.990505000		
T	2018-05-18 14:56:22	43.686752000	-69.988225000		
T	2018-05-18 14:56:59	43.687030000	-69.985912000		
T	2018-05-18 14:57:36	43.687205000	-69.983582000		
T	2018-05-18 14:58:13	43.687382000	-69.981235000		
T	2018-05-18 14:58:53	43.687507000	-69.978885000		
T	2018-05-18 15:00:00	43.688165000	-69.976760000		
T	2018-05-18 15:06:01	43.687462000	-69.974665000		
T	2018-05-18 15:12:33	43.688805000	-69.976033000		
T	2018-05-18 15:17:45	43.689818000	-69.977868000		
T	2018-05-18 15:23:36	43.688270000	-69.976998000		
T	2018-05-18 15:24:23	43.686740000	-69.976060000		
T	2018-05-18 15:25:07	43.685053000	-69.975758000		
T	2018-05-18 15:25:50	43.683333000	-69.975782000		
T	2018-05-18 15:26:32	43.681657000	-69.975517000		
T	2018-05-18 15:27:14	43.680000000	-69.975195000		
T	2018-05-18 15:27:59	43.678308000	-69.974968000		
T	2018-05-18 15:28:40	43.676658000	-69.974588000		
T	2018-05-18 15:29:22	43.675032000	-69.974060000		
T	2018-05-18 15:30:02	43.673367000	-69.973578000		
T	2018-05-18 15:30:44	43.671673000	-69.973293000		
T	2018-05-18 15:31:24	43.669937000	-69.972958000		
T	2018-05-18 15:32:02	43.668238000	-69.972767000		
T	2018-05-18 15:32:39	43.666553000	-69.972718000		
T	2018-05-18 15:33:17	43.664875000	-69.972307000		
T	2018-05-18 15:33:55	43.663215000	-69.971762000		
T	2018-05-18 15:34:34	43.661545000	-69.971317000		
T	2018-05-18 15:35:11	43.659882000	-69.970845000		
T	2018-05-18 15:35:49	43.658215000	-69.970365000		
T	2018-05-18 15:36:27	43.656532000	-69.969965000		
T	2018-05-18 15:37:05	43.654848000	-69.969658000		
T	2018-05-18 15:37:43	43.653192000	-69.969397000		
T	2018-05-18 15:38:21	43.651502000	-69.969172000		
T	2018-05-18 15:38:58	43.649800000	-69.968897000		
T	2018-05-18 15:39:35	43.648140000	-69.968593000		
T	2018-05-18 15:40:12	43.646473000	-69.968368000		
T	2018-05-18 15:40:49	43.644808000	-69.968105000		
T	2018-05-18 15:41:27	43.643140000	-69.967912000		
T	2018-05-18 15:42:03	43.641465000	-69.967708000		
T	2018-05-18 15:42:40	43.639803000	-69.967332000		
T	2018-05-18 15:43:17	43.638120000	-69.966975000		
T	2018-05-18 15:43:57	43.636452000	-69.966648000		
T	2018-05-18 15:57:50	43.636667000	-69.968935000		
T	2018-05-18 16:03:44	43.634963000	-69.968588000		
T	2018-05-18 16:04:26	43.633677000	-69.967100000		
T	2018-05-18 16:05:09	43.632470000	-69.965372000		
T	2018-05-18 16:05:50	43.631302000	-69.963650000		
T	2018-05-18 16:06:31	43.630102000	-69.962003000		
T	2018-05-18 16:07:09	43.628752000	-69.960602000		
T	2018-05-18 16:07:48	43.627385000	-69.959217000		
T	2018-05-18 16:08:27	43.625883000	-69.958122000		
T	2018-05-18 16:09:06	43.624420000	-69.957015000		
T	2018-05-18 16:09:44	43.622883000	-69.955980000		
T	2018-05-18 16:10:23	43.621380000	-69.954887000		
T	2018-05-18 16:11:03	43.619887000	-69.953808000		
T	2018-05-18 16:11:42	43.618360000	-69.952648000		
T	2018-05-18 16:12:21	43.616883000	-69.951485000		
T	2018-05-18 16:12:59	43.615478000	-69.950208000		
T	2018-05-18 16:13:38	43.614082000	-69.948860000		
T	2018-05-18 16:14:17	43.612690000	-69.947582000		
T	2018-05-18 16:14:54	43.611288000	-69.946332000		
T	2018-05-18 16:15:32	43.609823000	-69.945218000		
T	2018-05-18 16:16:10	43.608330000	-69.944163000		
T	2018-05-18 16:16:48	43.606822000	-69.943148000		
T	2018-05-18 16:17:27	43.605345000	-69.942045000		
T	2018-05-18 16:18:05	43.603788000	-69.941015000		
T	2018-05-18 16:18:43	43.602310000	-69.939910000		
T	2018-05-18 16:19:22	43.600903000	-69.938585000		
T	2018-05-18 16:20:02	43.599495000	-69.937253000		
T	2018-05-18 16:20:40	43.598075000	-69.935902000		
T	2018-05-18 16:21:18	43.596653000	-69.934642000		
T	2018-05-18 16:22:04	43.595212000	-69.933485000		
T	2018-05-18 16:23:06	43.593915000	-69.932023000		
T	2018-05-18 16:35:18	43.594655000	-69.934097000		
T	2018-05-18 16:42:05	43.595180000	-69.936287000		
T	2018-05-18 16:46:07	43.596843000	-69.935937000		
T	2018-05-18 16:47:05	43.598548000	-69.935745000		
T	2018-05-18 16:47:53	43.600243000	-69.936055000		
T	2018-05-18 16:48:29	43.601883000	-69.936508000		
T	2018-05-18 16:49:03	43.603537000	-69.937085000		
T	2018-05-18 16:49:37	43.605185000	-69.937732000		
T	2018-05-18 16:50:12	43.606852000	-69.938283000		
T	2018-05-18 16:50:45	43.608503000	-69.938923000		
T	2018-05-18 16:51:19	43.610183000	-69.939602000		
T	2018-05-18 16:51:53	43.611823000	-69.940352000		
T	2018-05-18 16:52:27	43.613453000	-69.941192000		
T	2018-05-18 16:53:01	43.615140000	-69.941897000		
T	2018-05-18 16:53:35	43.616795000	-69.942602000		
T	2018-05-18 16:54:10	43.618453000	-69.943300000		
T	2018-05-18 16:54:44	43.620115000	-69.944027000		
T	2018-05-18 16:55:17	43.621752000	-69.944738000		
T	2018-05-18 16:55:51	43.623437000	-69.945413000		
T	2018-05-18 16:56:25	43.625085000	-69.946102000		
T	2018-05-18 16:57:00	43.626758000	-69.946788000		
T	2018-05-18 16:57:34	43.628427000	-69.947495000		
T	2018-05-18 16:58:07	43.630062000	-69.948215000		
T	2018-05-18 16:58:41	43.631752000	-69.948872000		
T	2018-05-18 16:59:15	43.633400000	-69.949627000		
T	2018-05-18 16:59:49	43.635073000	-69.950303000		
T	2018-05-18 17:00:23	43.636745000	-69.950998000		
T	2018-05-18 17:00:58	43.638393000	-69.951703000		
T	2018-05-18 17:01:32	43.640065000	-69.952405000		
T	2018-05-18 17:02:05	43.641742000	-69.953080000		
T	2018-05-18 17:02:39	43.643418000	-69.953808000		
T	2018-05-18 17:03:13	43.645087000	-69.954518000		
T	2018-05-18 17:03:47	43.646768000	-69.955212000		
T	2018-05-18 17:04:21	43.648427000	-69.955978000		
T	2018-05-18 17:04:56	43.650120000	-69.956675000		
T	2018-05-18 17:05:27	43.651732000	-69.957285000		
T	2018-05-18 17:06:01	43.653393000	-69.958027000		
T	2018-05-18 17:06:35	43.655073000	-69.958730000		
T	2018-05-18 17:07:09	43.656768000	-69.959430000		
T	2018-05-18 17:07:43	43.658448000	-69.960177000		
T	2018-05-18 17:08:18	43.660125000	-69.960898000		
T	2018-05-18 17:08:50	43.661740000	-69.961508000		
T	2018-05-18 17:09:21	43.663340000	-69.962220000		
T	2018-05-18 17:09:55	43.665032000	-69.962930000		
T	2018-05-18 17:10:30	43.666710000	-69.963682000		
T	2018-05-18 17:11:03	43.668375000	-69.964460000		
T	2018-05-18 17:11:35	43.669998000	-69.965095000		
T	2018-05-18 17:12:07	43.671612000	-69.965762000		
T	2018-05-18 17:12:40	43.673232000	-69.966372000		
T	2018-05-18 17:13:11	43.674842000	-69.967078000		
T	2018-05-18 17:13:43	43.676475000	-69.967702000		
T	2018-05-18 17:14:16	43.678073000	-69.968425000		
T	2018-05-18 17:14:47	43.679702000	-69.969055000		
T	2018-05-18 17:15:19	43.681310000	-69.969760000		
T	2018-05-18 17:15:52	43.682932000	-69.970418000		
T	2018-05-18 17:16:24	43.684530000	-69.971133000		
T	2018-05-18 17:16:55	43.686143000	-69.971840000		
T	2018-05-18 17:17:27	43.687742000	-69.972550000		
T	2018-05-18 17:18:00	43.689188000	-69.973840000		
T	2018-05-18 17:18:30	43.690377000	-69.975478000		
T	2018-05-18 17:19:02	43.691555000	-69.977203000		
T	2018-05-18 17:19:35	43.692725000	-69.978997000		
T	2018-05-18 17:20:08	43.693697000	-69.980930000		
T	2018-05-18 17:20:40	43.693888000	-69.983283000		
T	2018-05-18 17:21:13	43.693862000	-69.985637000		
T	2018-05-18 17:21:46	43.694035000	-69.988030000		
T	2018-05-18 17:22:19	43.693990000	-69.990340000		
T	2018-05-18 17:22:49	43.693813000	-69.992638000		
T	2018-05-18 17:23:17	43.693953000	-69.994990000		
T	2018-05-18 17:23:42	43.694095000	-69.997382000		
T	2018-05-18 17:24:05	43.694575000	-69.999657000		
T	2018-05-18 17:24:29	43.695068000	-70.001902000		
T	2018-05-18 17:24:53	43.695630000	-70.004082000		
T	2018-05-18 17:25:19	43.696312000	-70.006220000		
T	2018-05-18 17:26:02	43.697053000	-70.008303000		
T	2018-05-18 17:28:36	43.698398000	-70.009672000		
T	2018-05-18 17:35:59	43.700055000	-70.010007000		
T	2018-05-18 17:41:27	43.701097000	-70.011815000		
T	2018-05-18 17:42:08	43.702360000	-70.013323000		
T	2018-05-18 17:42:31	43.703465000	-70.015070000		
T	2018-05-18 17:42:53	43.704655000	-70.016800000		
T	2018-05-18 17:43:17	43.705405000	-70.018873000		
T	2018-05-18 17:43:42	43.704393000	-70.020707000		
T	2018-05-18 17:44:23	43.702772000	-70.021537000		
T	2018-05-18 17:52:17	43.703178000	-70.023785000		
T	2018-05-18 17:59:00	43.704617000	-70.024957000		
T	2018-05-18 18:01:55	43.706195000	-70.024187000		
T	2018-05-18 18:02:32	43.707727000	-70.023093000		
T	2018-05-18 18:02:59	43.709237000	-70.022050000		
T	2018-05-18 18:03:20	43.710780000	-70.020998000		
T	2018-05-18 18:03:42	43.712385000	-70.020102000		
T	2018-05-18 18:04:03	43.713925000	-70.019212000		
T	2018-05-18 18:04:24	43.715555000	-70.018345000		
T	2018-05-18 18:04:46	43.717170000	-70.017487000		
T	2018-05-18 18:05:06	43.718785000	-70.016720000		
T	2018-05-18 18:05:27	43.720357000	-70.015802000		
T	2018-05-18 18:05:47	43.721943000	-70.014892000		
T	2018-05-18 18:06:09	43.723538000	-70.014038000		
T	2018-05-18 18:06:30	43.725107000	-70.012993000		
T	2018-05-18 18:06:51	43.726650000	-70.011927000		
T	2018-05-18 18:07:11	43.728172000	-70.010800000		
T	2018-05-18 18:07:33	43.729702000	-70.009747000		
T	2018-05-18 18:07:54	43.731207000	-70.008583000		
T	2018-05-18 18:08:15	43.732722000	-70.007487000		
T	2018-05-18 18:08:36	43.734203000	-70.006312000		
T	2018-05-18 18:08:57	43.735763000	-70.005027000		
T	2018-05-18 18:09:18	43.737198000	-70.003845000		
T	2018-05-18 18:09:39	43.738815000	-70.002975000		
T	2018-05-18 18:10:00	43.740372000	-70.001917000		
T	2018-05-18 18:10:22	43.742012000	-70.000835000		
T	2018-05-18 18:10:43	43.743567000	-69.999748000		
T	2018-05-18 18:11:03	43.745015000	-69.998605000		
T	2018-05-18 18:11:24	43.746607000	-69.997725000		
T	2018-05-18 18:11:56	43.748180000	-69.996712000		
T	2018-05-18 18:12:30	43.749742000	-69.995775000		
T	2018-05-18 18:13:03	43.751350000	-69.994992000		
T	2018-05-18 18:20:44	43.752992000	-69.994593000		
T	2018-05-18 18:28:03	43.754655000	-69.994772000		
T	2018-05-18 18:29:21	43.755877000	-69.993135000		
T	2018-05-18 18:29:56	43.757273000	-69.991863000		
T	2018-05-18 18:30:28	43.758628000	-69.990495000		
T	2018-05-18 18:31:01	43.759988000	-69.989058000		
T	2018-05-18 18:31:33	43.761298000	-69.987560000		
T	2018-05-18 18:32:07	43.762638000	-69.986170000		
T	2018-05-18 18:32:40	43.764085000	-69.984898000		
T	2018-05-18 18:33:13	43.765518000	-69.983593000		
T	2018-05-18 18:33:46	43.766998000	-69.982455000		
T	2018-05-18 18:34:19	43.768533000	-69.981432000		
T	2018-05-18 18:34:52	43.770102000	-69.980525000		
T	2018-05-18 18:35:24	43.771760000	-69.980223000		
T	2018-05-18 18:35:54	43.773372000	-69.979632000		
T	2018-05-18 18:36:25	43.775015000	-69.978928000		
T	2018-05-18 18:36:57	43.776717000	-69.978317000		
T	2018-05-18 18:37:28	43.778338000	-69.977598000		
T	2018-05-18 18:37:59	43.779988000	-69.977125000		
T	2018-05-18 18:38:32	43.781612000	-69.976178000		
T	2018-05-18 18:39:03	43.782992000	-69.974813000		
T	2018-05-18 18:39:34	43.784442000	-69.973613000		
T	2018-05-18 18:40:05	43.785882000	-69.972415000		
T	2018-05-18 18:40:36	43.787307000	-69.971192000		
