,Tioga GOM,2017-07-16 23:41:33,2017-07-22 21:39:01
,ifcbfile,latitude,longitude
243,D20170719T171754_IFCB009.hdr,44.21875,-67.42226666666667
244,D20170719T172406_IFCB009.hdr,44.2009,-67.3965
245,D20170719T173018_IFCB009.hdr,44.18265,-67.37201153846155
246,D20170719T173630_IFCB009.hdr,44.17797951070336,-67.367
247,D20170719T174242_IFCB009.hdr,44.186704545454546,-67.37146363636364
248,D20170719T174854_IFCB009.hdr,44.211868181818176,-67.35064545454546
249,D20170719T175505_IFCB009.hdr,44.237428571428566,-67.32976190476191
250,D20170719T180117_IFCB009.hdr,44.263754545454546,-67.31
251,D20170719T180729_IFCB009.hdr,44.290709523809525,-67.28978095238095
252,D20170719T181341_IFCB009.hdr,44.317709523809526,-67.27108095238096
253,D20170719T181953_IFCB009.hdr,44.34510909090909,-67.2516
254,D20170719T182605_IFCB009.hdr,44.372884210526315,-67.23200526315789
255,D20170719T183216_IFCB009.hdr,44.4007,-67.2116
256,D20170719T183828_IFCB009.hdr,44.42584782608696,-67.18707391304348
257,D20170719T184440_IFCB009.hdr,44.448640000000005,-67.15738
258,D20170719T185052_IFCB009.hdr,44.471468421052634,-67.12872105263158
259,D20170719T185704_IFCB009.hdr,44.478051789976135,-67.11816491646778
260,D20170719T190316_IFCB009.hdr,44.48049791666667,-67.11950520833334
261,D20170719T190927_IFCB009.hdr,44.495287999999995,-67.143844
262,D20170719T191539_IFCB009.hdr,44.510979999999996,-67.17082
263,D20170719T192151_IFCB009.hdr,44.52723076923077,-67.19721538461539
264,D20170719T192802_IFCB009.hdr,44.5342725,-67.20731500000001
265,D20170719T193414_IFCB009.hdr,44.5392,-67.215975
266,D20170719T194026_IFCB009.hdr,44.550252173913044,-67.24592608695652
267,D20170719T194638_IFCB009.hdr,44.562599999999996,-67.27905714285714
268,D20170719T195249_IFCB009.hdr,44.56913394833948,-67.2947704797048
269,D20170719T195902_IFCB009.hdr,44.56843537906137,-67.29427220216607
270,D20170719T200514_IFCB009.hdr,44.568905415162455,-67.29390288808665
271,D20170719T201126_IFCB009.hdr,44.56937545126354,-67.29353357400723
272,D20170719T201737_IFCB009.hdr,44.57034782608696,-67.29323043478261
273,D20170719T202349_IFCB009.hdr,44.58271666666667,-67.27541666666666
274,D20170719T203001_IFCB009.hdr,44.5988,-67.24735
275,D20170719T203613_IFCB009.hdr,44.6161,-67.2186
276,D20170719T204225_IFCB009.hdr,44.63326363636364,-67.18918181818182
277,D20170719T204836_IFCB009.hdr,44.65280909090909,-67.15972727272728
278,D20170719T205448_IFCB009.hdr,44.67284,-67.1323
279,D20170719T210100_IFCB009.hdr,44.691884,-67.105124
280,D20170719T210712_IFCB009.hdr,44.710573913043476,-67.07729565217392
281,D20170719T211324_IFCB009.hdr,44.728475,-67.048625
282,D20170719T211936_IFCB009.hdr,44.74638695652174,-67.01949565217392
283,D20170719T212547_IFCB009.hdr,44.765970833333334,-66.992525
284,D20170719T213159_IFCB009.hdr,44.780431686615884,-66.98274056583242
285,D20170719T213811_IFCB009.hdr,44.791498585418935,-66.98280533188247
286,D20170719T214423_IFCB009.hdr,44.80256548422198,-66.98287009793253
287,D20170719T215034_IFCB009.hdr,44.81360263329706,-66.98293468988031
288,D20170719T215646_IFCB009.hdr,44.82466953210011,-66.98299945593035
289,D20170719T220258_IFCB009.hdr,44.835736430903154,-66.98306422198041
290,D20170719T220910_IFCB009.hdr,44.846803329706205,-66.98312898803047
291,D20170721T082919_IFCB009.hdr,44.9616,-66.9029
292,D20170721T083609_IFCB009.hdr,44.97303636363637,-66.85946363636363
293,D20170721T091341_IFCB009.hdr,44.9349,-66.75330416666667
294,D20170721T091953_IFCB009.hdr,44.934945341614906,-66.75055590062111
295,D20170721T092605_IFCB009.hdr,44.93505543478261,-66.747675
296,D20170721T093216_IFCB009.hdr,44.92302272727272,-66.74962272727272
297,D20170721T093829_IFCB009.hdr,44.894231818181815,-66.75575909090908
298,D20170721T094441_IFCB009.hdr,44.866115625,-66.761003125
299,D20170721T095053_IFCB009.hdr,44.863595598349384,-66.75997097661623
300,D20170721T095705_IFCB009.hdr,44.863953782668496,-66.75884525447043
301,D20170721T100317_IFCB009.hdr,44.87327272727273,-66.72806363636363
302,D20170721T100929_IFCB009.hdr,44.88859545454546,-66.691
303,D20170721T102046_IFCB009.hdr,44.89241859296482,-66.68117085427136
304,D20170721T102727_IFCB009.hdr,44.88705,-66.6713
305,D20170721T103339_IFCB009.hdr,44.86488571428571,-66.64517142857143
306,D20170721T103951_IFCB009.hdr,44.84618936170213,-66.61615957446809
307,D20170721T104603_IFCB009.hdr,44.845852666666666,-66.61426399999999
308,D20170721T105215_IFCB009.hdr,44.84580306666666,-66.61307359999999
309,D20170721T105827_IFCB009.hdr,44.8277,-66.5851
310,D20170721T110439_IFCB009.hdr,44.80679090909091,-66.55382727272728
311,D20170721T111051_IFCB009.hdr,44.80119436997319,-66.54455737265415
312,D20170721T111704_IFCB009.hdr,44.80139436997319,-66.54340737265416
313,D20170721T112316_IFCB009.hdr,44.79196363636363,-66.52877272727272
314,D20170721T112928_IFCB009.hdr,44.77185,-66.49814545454545
315,D20170721T113540_IFCB009.hdr,44.75467317073171,-66.46838780487805
316,D20170721T114151_IFCB009.hdr,44.75540337662338,-66.46603688311689
317,D20170721T114803_IFCB009.hdr,44.75710447761194,-66.46585970149253
318,D20170721T115415_IFCB009.hdr,44.74193636363636,-66.47173636363635
319,D20170721T120027_IFCB009.hdr,44.7143,-66.48219999999999
320,D20170721T120639_IFCB009.hdr,44.70597783018868,-66.48517625786164
321,D20170721T121251_IFCB009.hdr,44.70685518867924,-66.48453286163522
322,D20170721T121903_IFCB009.hdr,44.70775428571429,-66.4846342857143
323,D20170721T122515_IFCB009.hdr,44.704654302670626,-66.48574213649852
324,D20170721T123127_IFCB009.hdr,44.70501904761905,-66.47317142857143
325,D20170721T123739_IFCB009.hdr,44.70786363636364,-66.42987272727272
326,D20170721T124351_IFCB009.hdr,44.70858669354839,-66.39879475806451
327,D20170721T125003_IFCB009.hdr,44.71016379821958,-66.39695786350148
328,D20170721T125614_IFCB009.hdr,44.71094023668639,-66.39498727810651
329,D20170721T130226_IFCB009.hdr,44.69657272727273,-66.37158181818182
330,D20170721T130838_IFCB009.hdr,44.67742727272727,-66.34244545454546
331,D20170721T131450_IFCB009.hdr,44.67089268292683,-66.33102195121951
332,D20170721T132102_IFCB009.hdr,44.67137166212534,-66.32872670299727
333,D20170721T132713_IFCB009.hdr,44.65923636363636,-66.31039090909091
334,D20170721T133325_IFCB009.hdr,44.63815,-66.27965
335,D20170721T133937_IFCB009.hdr,44.6302,-66.26614574132492
336,D20170721T134549_IFCB009.hdr,44.63114137214137,-66.26497047817048
337,D20170721T135201_IFCB009.hdr,44.622645454545456,-66.25151818181818
338,D20170721T135813_IFCB009.hdr,44.60266818181818,-66.22274545454546
339,D20170721T140425_IFCB009.hdr,44.58128636363636,-66.19415909090908
340,D20170721T141036_IFCB009.hdr,44.57842611637347,-66.19077104194858
341,D20170721T141648_IFCB009.hdr,44.57767104194858,-66.19006630581868
342,D20170721T142300_IFCB009.hdr,44.56026086956521,-66.16190869565217
343,D20170721T142912_IFCB009.hdr,44.542750000000005,-66.12882727272726
344,D20170721T143523_IFCB009.hdr,44.5365,-66.11796666666666
345,D20170721T144135_IFCB009.hdr,44.53601266375546,-66.11904963609898
346,D20170721T144747_IFCB009.hdr,44.52069090909091,-66.14477272727272
347,D20170721T145359_IFCB009.hdr,44.50017272727273,-66.17694545454545
348,D20170721T150010_IFCB009.hdr,44.48057391304348,-66.20905652173913
349,D20170721T150622_IFCB009.hdr,44.46110909090909,-66.24227727272728
350,D20170721T151234_IFCB009.hdr,44.44108571428572,-66.27494761904762
351,D20170721T151846_IFCB009.hdr,44.4213,-66.30757272727273
352,D20170721T152457_IFCB009.hdr,44.40152857142857,-66.34063809523809
353,D20170721T153109_IFCB009.hdr,44.3814,-66.3739
354,D20170721T153721_IFCB009.hdr,44.36126363636364,-66.4058909090909
355,D20170721T154333_IFCB009.hdr,44.34147272727273,-66.43821818181819
356,D20170721T154944_IFCB009.hdr,44.321442857142856,-66.47085714285714
357,D20170721T155556_IFCB009.hdr,44.30062,-66.50305499999999
358,D20170721T160208_IFCB009.hdr,44.278975,-66.534875
359,D20170721T160820_IFCB009.hdr,44.25723333333333,-66.56660000000001
360,D20170721T161431_IFCB009.hdr,44.23477142857143,-66.59855714285715
361,D20170721T162043_IFCB009.hdr,44.21241904761905,-66.6316
362,D20170721T162655_IFCB009.hdr,44.19846315789474,-66.67191578947369
363,D20170721T163306_IFCB009.hdr,44.193644680851065,-66.68766861702127
364,D20170721T163918_IFCB009.hdr,44.190627450980394,-66.68942205882352
365,D20170721T164530_IFCB009.hdr,44.192187499999996,-66.6964375
366,D20170721T165141_IFCB009.hdr,44.2139,-66.7231
367,D20170721T165753_IFCB009.hdr,44.2359,-66.75172727272728
368,D20170721T170405_IFCB009.hdr,44.25469433962264,-66.7792358490566
369,D20170721T171016_IFCB009.hdr,44.2552,-66.78252666666667
370,D20170721T171628_IFCB009.hdr,44.254556388888886,-66.78482277777778
371,D20170721T172240_IFCB009.hdr,44.26086,-66.79748
372,D20170721T172851_IFCB009.hdr,44.28239090909091,-66.82597272727273
373,D20170721T173503_IFCB009.hdr,44.3033,-66.85473333333334
374,D20170721T174115_IFCB009.hdr,44.31225754527163,-66.86898350100604
375,D20170721T174726_IFCB009.hdr,44.312167213114755,-66.87052540983606
376,D20170721T175338_IFCB009.hdr,44.313386885245905,-66.87144016393442
377,D20170721T175950_IFCB009.hdr,44.32983478260869,-66.89665217391304
378,D20170721T180602_IFCB009.hdr,44.35017142857143,-66.9285380952381
379,D20170721T181213_IFCB009.hdr,44.37411818181818,-66.94878181818181
380,D20170721T181825_IFCB009.hdr,44.38190088105727,-66.94650308370045
381,D20170721T182437_IFCB009.hdr,44.38244788732394,-66.94844225352114
382,D20170721T183049_IFCB009.hdr,44.38315816993464,-66.95128758169935
383,D20170721T183700_IFCB009.hdr,44.38450578512396,-66.95387438016529
384,D20170721T184312_IFCB009.hdr,44.399205263157896,-66.98651052631578
385,D20170721T184924_IFCB009.hdr,44.4162,-67.026025
