,Tioga GOM,2017-07-16 23:41:33,2017-07-22 21:39:01
,ifcbfile,latitude,longitude
386,D20170721T185535_IFCB009.hdr,44.42262926829268,-67.0387268292683
387,D20170721T190147_IFCB009.hdr,44.42228333333333,-67.0447
388,D20170721T190759_IFCB009.hdr,44.41804210526316,-67.09001578947368
389,D20170721T191411_IFCB009.hdr,44.41187,-67.13504
390,D20170721T192022_IFCB009.hdr,44.4065,-67.18066666666667
391,D20170721T192634_IFCB009.hdr,44.400724999999994,-67.2259
392,D20170721T193246_IFCB009.hdr,44.39523157894737,-67.27094736842105
393,D20170721T193857_IFCB009.hdr,44.38977142857143,-67.31512857142857
394,D20170721T194509_IFCB009.hdr,44.3837,-67.3586
395,D20170721T195121_IFCB009.hdr,44.378426315789476,-67.4022894736842
396,D20170721T195732_IFCB009.hdr,44.3732,-67.4452
397,D20170721T200344_IFCB009.hdr,44.36773,-67.487605
398,D20170721T200956_IFCB009.hdr,44.361765,-67.53038000000001
399,D20170721T201608_IFCB009.hdr,44.35628947368421,-67.57382105263159
400,D20170721T202220_IFCB009.hdr,44.35037,-67.617195
401,D20170721T202831_IFCB009.hdr,44.34578181818182,-67.65894545454546
402,D20170721T203443_IFCB009.hdr,44.340709090909094,-67.70022727272728
403,D20170721T204055_IFCB009.hdr,44.33473636363637,-67.74100909090909
404,D20170721T204707_IFCB009.hdr,44.32831818181818,-67.78209090909091
405,D20170721T205318_IFCB009.hdr,44.32243636363636,-67.82236363636363
406,D20170721T205930_IFCB009.hdr,44.31771818181818,-67.86325454545454
407,D20170721T210542_IFCB009.hdr,44.31295909090909,-67.90412727272728
408,D20170721T211154_IFCB009.hdr,44.308181818181815,-67.94511818181819
409,D20170721T211806_IFCB009.hdr,44.304913636363636,-67.98598636363636
410,D20170721T212418_IFCB009.hdr,44.29975454545455,-68.02707272727272
411,D20170721T213029_IFCB009.hdr,44.29477142857143,-68.06842857142857
412,D20170721T213641_IFCB009.hdr,44.288673913043475,-68.10916521739131
413,D20170721T214253_IFCB009.hdr,44.28308181818181,-68.15020909090909
414,D20170721T214906_IFCB009.hdr,44.278763636363635,-68.19177727272728
415,D20170721T215518_IFCB009.hdr,44.278118181818186,-68.23326363636363
416,D20170721T220130_IFCB009.hdr,44.27674285714286,-68.27544285714285
417,D20170721T220742_IFCB009.hdr,44.2734,-68.30772
418,D20170721T221354_IFCB009.hdr,44.27320152202779,-68.32100266354863
419,D20170721T222006_IFCB009.hdr,44.27321036881429,-68.321018145425
420,D20170722T112604_IFCB009.hdr,44.27433186547494,-68.32298076458115
421,D20170722T113219_IFCB009.hdr,44.27434078360649,-68.32299637131136
422,D20170722T113831_IFCB009.hdr,44.27434963039299,-68.32301185318774
423,D20170722T114443_IFCB009.hdr,44.27435847717949,-68.32302733506411
424,D20170722T115055_IFCB009.hdr,44.27436732396599,-68.32304281694049
425,D20170722T115707_IFCB009.hdr,44.27437617075249,-68.32305829881686
426,D20170722T120319_IFCB009.hdr,44.27438501753899,-68.32307378069324
427,D20170722T120930_IFCB009.hdr,44.27439384054381,-68.32308922095166
428,D20170722T121542_IFCB009.hdr,44.274028606208155,-68.31767352404138
429,D20170722T122154_IFCB009.hdr,44.27280596469872,-68.29980937309799
430,D20170722T122806_IFCB009.hdr,44.27158332318929,-68.28194522215459
431,D20170722T123418_IFCB009.hdr,44.270360681679854,-68.26408107121121
432,D20170722T124030_IFCB009.hdr,44.26913804017042,-68.24621692026781
433,D20170722T124642_IFCB009.hdr,44.27385909090909,-68.21112272727272
434,D20170722T125253_IFCB009.hdr,44.266527272727274,-68.17045454545455
435,D20170722T125905_IFCB009.hdr,44.25881818181818,-68.12963636363637
436,D20170722T130517_IFCB009.hdr,44.25262727272727,-68.08762727272727
437,D20170722T131129_IFCB009.hdr,44.246345454545455,-68.04557272727273
438,D20170722T131740_IFCB009.hdr,44.23878571428572,-68.00428571428571
439,D20170722T132352_IFCB009.hdr,44.23129047619047,-67.96334285714286
440,D20170722T133004_IFCB009.hdr,44.22309545454546,-67.92261818181818
441,D20170722T133616_IFCB009.hdr,44.21434090909091,-67.88203636363636
442,D20170722T134228_IFCB009.hdr,44.207013043478256,-67.84128260869565
443,D20170722T134839_IFCB009.hdr,44.19835454545454,-67.80068181818181
444,D20170722T135451_IFCB009.hdr,44.18805454545454,-67.76118181818181
445,D20170722T140103_IFCB009.hdr,44.175982608695655,-67.72289565217392
446,D20170722T140714_IFCB009.hdr,44.172813636363635,-67.68222727272727
447,D20170722T141326_IFCB009.hdr,44.17053809523809,-67.64175714285714
448,D20170722T141938_IFCB009.hdr,44.16785,-67.60040000000001
449,D20170722T142549_IFCB009.hdr,44.16339090909091,-67.55919090909092
450,D20170722T143201_IFCB009.hdr,44.15737619047619,-67.51731904761905
451,D20170722T143813_IFCB009.hdr,44.14974545454545,-67.47577272727273
452,D20170722T144424_IFCB009.hdr,44.1415,-67.4354
453,D20170722T145036_IFCB009.hdr,44.132175000000004,-67.39423000000001
454,D20170722T145648_IFCB009.hdr,44.12208181818182,-67.35362727272728
455,D20170722T150259_IFCB009.hdr,44.11800909090909,-67.32926363636363
456,D20170722T150911_IFCB009.hdr,44.10541818181819,-67.29047272727273
457,D20170722T151522_IFCB009.hdr,44.10020159325211,-67.2585343955014
458,D20170722T152134_IFCB009.hdr,44.0996786316776,-67.25818575445173
459,D20170722T152746_IFCB009.hdr,44.09915567010309,-67.25783711340206
460,D20170722T153357_IFCB009.hdr,44.091926086956526,-67.25057826086956
461,D20170722T154009_IFCB009.hdr,44.06905,-67.2212
462,D20170722T154621_IFCB009.hdr,44.04849523809524,-67.18848095238096
463,D20170722T155232_IFCB009.hdr,44.02820476190476,-67.15526666666666
464,D20170722T155844_IFCB009.hdr,44.022629942693406,-67.1504723495702
465,D20170722T160456_IFCB009.hdr,44.02172392550143,-67.15041905444126
466,D20170722T161107_IFCB009.hdr,44.010000000000005,-67.16781
467,D20170722T161719_IFCB009.hdr,43.99134545454545,-67.20205454545454
468,D20170722T162331_IFCB009.hdr,43.97436842105263,-67.2374
469,D20170722T162942_IFCB009.hdr,43.955905263157895,-67.27231052631578
470,D20170722T163554_IFCB009.hdr,43.936826315789475,-67.30755263157894
471,D20170722T164205_IFCB009.hdr,43.9177,-67.3413
472,D20170722T164817_IFCB009.hdr,43.898847619047615,-67.37588571428572
473,D20170722T165429_IFCB009.hdr,43.88012857142857,-67.4107
474,D20170722T170040_IFCB009.hdr,43.863814285714284,-67.44581428571429
475,D20170722T170652_IFCB009.hdr,43.86264482758621,-67.45653103448277
476,D20170722T171304_IFCB009.hdr,43.85932857142857,-67.49686190476191
477,D20170722T171915_IFCB009.hdr,43.85673636363636,-67.53834545454545
478,D20170722T172527_IFCB009.hdr,43.8573571682992,-67.54615378450579
479,D20170722T173138_IFCB009.hdr,43.85791878895815,-67.54621985752449
480,D20170722T173750_IFCB009.hdr,43.85848192341942,-67.54628610863757
481,D20170722T174402_IFCB009.hdr,43.878313636363636,-67.5645318181818
482,D20170722T175013_IFCB009.hdr,43.90347727272727,-67.58711363636363
483,D20170722T175625_IFCB009.hdr,43.92688181818182,-67.61286363636363
484,D20170722T181013_IFCB009.hdr,43.946182306163024,-67.63431272365806
485,D20170722T181638_IFCB009.hdr,43.94667982107356,-67.63373866799205
486,D20170722T182249_IFCB009.hdr,43.96322727272727,-67.65008636363636
487,D20170722T182901_IFCB009.hdr,43.987472727272724,-67.67475454545455
488,D20170722T183513_IFCB009.hdr,44.01061363636364,-67.70097272727273
489,D20170722T184124_IFCB009.hdr,44.03281818181818,-67.7274409090909
490,D20170722T184736_IFCB009.hdr,44.034993569131835,-67.72927749196143
491,D20170722T185348_IFCB009.hdr,44.03475434083601,-67.72844019292604
492,D20170722T185959_IFCB009.hdr,44.04086363636364,-67.73234545454545
493,D20170722T190611_IFCB009.hdr,44.06274545454546,-67.76080909090909
494,D20170722T191223_IFCB009.hdr,44.08602727272727,-67.78740909090908
495,D20170722T191835_IFCB009.hdr,44.110668181818184,-67.81056818181818
496,D20170722T192446_IFCB009.hdr,44.123035761589406,-67.82262384105961
497,D20170722T193058_IFCB009.hdr,44.123774834437086,-67.8231165562914
498,D20170722T193710_IFCB009.hdr,44.13372727272727,-67.83453636363636
499,D20170722T194322_IFCB009.hdr,44.158427272727266,-67.85814545454545
500,D20170722T194934_IFCB009.hdr,44.18381818181818,-67.88296363636363
501,D20170722T195545_IFCB009.hdr,44.20748636363636,-67.90882727272728
502,D20170722T200157_IFCB009.hdr,44.214386516853935,-67.91244943820224
503,D20170722T200809_IFCB009.hdr,44.21542191780822,-67.91151232876712
504,D20170722T201421_IFCB009.hdr,44.23115714285714,-67.93014285714285
505,D20170722T202033_IFCB009.hdr,44.254374999999996,-67.95734999999999
506,D20170722T202644_IFCB009.hdr,44.27925454545455,-67.9808909090909
507,D20170722T203256_IFCB009.hdr,44.302,-68.0083
508,D20170722T203908_IFCB009.hdr,44.300075,-68.00557857142857
509,D20170722T204520_IFCB009.hdr,44.30176285714286,-68.00744285714285
510,D20170722T205131_IFCB009.hdr,44.29740666666667,-68.04046
511,D20170722T205743_IFCB009.hdr,44.29135652173913,-68.0793956521739
512,D20170722T210355_IFCB009.hdr,44.286063636363636,-68.12147727272728
513,D20170722T211007_IFCB009.hdr,44.2799,-68.16325
514,D20170722T211618_IFCB009.hdr,44.274395652173915,-68.2052043478261
515,D20170722T212230_IFCB009.hdr,44.26807272727273,-68.24673636363636
516,D20170722T212842_IFCB009.hdr,44.270427272727275,-68.28479090909092
517,D20170722T213450_IFCB009.hdr,44.27385434782609,-68.31035
518,D20170724T132027_IFCB009.hdr,,
519,D20170724T132701_IFCB009.hdr,,
520,D20170724T133313_IFCB009.hdr,,
521,D20170724T134104_IFCB009.hdr,,
522,D20170724T134716_IFCB009.hdr,,
523,D20170724T135328_IFCB009.hdr,,
524,D20170724T140051_IFCB009.hdr,,
525,D20170724T140703_IFCB009.hdr,,
526,D20170724T141315_IFCB009.hdr,,
527,D20170724T142024_IFCB009.hdr,,
528,D20170724T142534_IFCB009.hdr,,
529,D20170724T144731_IFCB009.hdr,,
