type	time	latitude	longitude	name	desc
T	2018-07-18 20:36:03	43.748000000	-69.996667000		
T	2018-07-18 20:36:54	43.746333000	-69.997500000		
T	2018-07-18 20:37:43	43.744667000	-69.998000000		
T	2018-07-18 20:38:34	43.743000000	-69.998833000		
T	2018-07-18 20:39:25	43.741500000	-70.000167000		
T	2018-07-18 20:40:17	43.740000000	-70.001500000		
T	2018-07-18 20:41:10	43.738333000	-70.002500000		
T	2018-07-18 20:42:02	43.736833000	-70.003667000		
T	2018-07-18 20:42:50	43.735167000	-70.004667000		
T	2018-07-18 20:43:40	43.733500000	-70.005667000		
T	2018-07-18 20:44:33	43.731833000	-70.006667000		
T	2018-07-18 20:45:26	43.730167000	-70.007833000		
T	2018-07-18 20:46:21	43.728500000	-70.008667000		
T	2018-07-18 20:47:14	43.727000000	-70.009833000		
T	2018-07-18 20:48:07	43.725333000	-70.010833000		
T	2018-07-18 20:48:58	43.723833000	-70.012000000		
T	2018-07-18 20:49:52	43.722167000	-70.013000000		
T	2018-07-18 20:50:44	43.720500000	-70.013833000		
T	2018-07-18 20:51:34	43.718833000	-70.014667000		
T	2018-07-18 20:52:25	43.717167000	-70.015667000		
T	2018-07-18 20:53:16	43.715500000	-70.016667000		
T	2018-07-18 20:54:08	43.713833000	-70.017500000		
T	2018-07-18 20:54:58	43.712167000	-70.018000000		
T	2018-07-18 20:55:49	43.710500000	-70.018833000		
T	2018-07-18 20:56:42	43.708833000	-70.019667000		
T	2018-07-18 20:57:33	43.707333000	-70.020833000		
T	2018-07-18 20:58:25	43.705833000	-70.022000000		
T	2018-07-18 21:11:30	43.704833000	-70.024000000		
T	2018-07-18 21:12:36	43.703333000	-70.025167000		
T	2018-07-18 21:13:32	43.701833000	-70.026500000		
T	2018-07-18 21:14:19	43.700167000	-70.027333000		
T	2018-07-18 21:15:02	43.698500000	-70.028333000		
T	2018-07-18 21:15:43	43.696833000	-70.029167000		
T	2018-07-18 21:16:25	43.695167000	-70.030167000		
T	2018-07-18 21:17:05	43.693500000	-70.031000000		
T	2018-07-18 21:17:44	43.691833000	-70.031833000		
T	2018-07-18 21:18:26	43.690167000	-70.032833000		
T	2018-07-18 21:19:05	43.688500000	-70.033667000		
T	2018-07-18 21:19:46	43.686833000	-70.034667000		
T	2018-07-18 21:20:26	43.685167000	-70.035667000		
T	2018-07-18 21:21:05	43.683500000	-70.036500000		
T	2018-07-18 21:21:44	43.681833000	-70.037333000		
T	2018-07-18 21:22:25	43.680167000	-70.038333000		
T	2018-07-18 21:23:07	43.678500000	-70.039333000		
T	2018-07-18 21:23:47	43.676833000	-70.040500000		
T	2018-07-18 21:24:29	43.675167000	-70.041500000		
T	2018-07-18 21:25:10	43.673500000	-70.042500000		
T	2018-07-18 21:25:50	43.672000000	-70.043667000		
T	2018-07-18 21:26:30	43.670333000	-70.044667000		
T	2018-07-18 21:27:10	43.668833000	-70.045833000		
T	2018-07-18 21:27:51	43.667167000	-70.047000000		
T	2018-07-18 21:28:34	43.665500000	-70.048167000		
T	2018-07-18 21:29:14	43.664000000	-70.049333000		
T	2018-07-18 21:29:54	43.662333000	-70.050333000		
T	2018-07-18 21:30:34	43.660667000	-70.051000000		
T	2018-07-18 21:31:12	43.659000000	-70.051500000		
T	2018-07-18 21:31:48	43.657333000	-70.051667000		
T	2018-07-18 21:32:28	43.655667000	-70.051333000		
T	2018-07-18 21:33:07	43.654000000	-70.050500000		
T	2018-07-18 21:33:50	43.652500000	-70.049333000		
T	2018-07-18 21:34:28	43.651000000	-70.048167000		
T	2018-07-18 21:35:07	43.649667000	-70.046667000		
T	2018-07-18 21:35:50	43.648833000	-70.044667000		
T	2018-07-18 21:36:30	43.648333000	-70.042333000		
T	2018-07-18 21:37:13	43.648667000	-70.040000000		
T	2018-07-18 21:37:54	43.649000000	-70.037667000		
T	2018-07-18 21:38:34	43.649333000	-70.035333000		
T	2018-07-18 21:39:17	43.649667000	-70.033000000		
T	2018-07-18 21:39:55	43.650500000	-70.031000000		
T	2018-07-18 21:40:36	43.651333000	-70.029000000		
T	2018-07-18 21:41:18	43.652500000	-70.027000000		
T	2018-07-18 21:42:02	43.653667000	-70.025167000		
T	2018-07-18 21:42:43	43.655167000	-70.024000000		
T	2018-07-18 21:43:26	43.656667000	-70.022500000		
T	2018-07-18 21:44:09	43.658167000	-70.021167000		
T	2018-07-18 21:44:52	43.659833000	-70.020167000		
T	2018-07-18 21:45:38	43.661500000	-70.019167000		
T	2018-07-18 21:46:24	43.663167000	-70.018167000		
T	2018-07-18 21:47:10	43.664833000	-70.017333000		
T	2018-07-18 21:47:54	43.666500000	-70.016667000		
T	2018-07-18 21:48:49	43.668167000	-70.017333000		
T	2018-07-18 21:52:28	43.667667000	-70.019667000		
T	2018-07-18 21:57:36	43.666000000	-70.020167000		
T	2018-07-18 22:07:34	43.664500000	-70.021333000		
T	2018-07-18 22:11:44	43.663000000	-70.020167000		
T	2018-07-18 22:12:35	43.661833000	-70.018167000		
T	2018-07-18 22:13:25	43.660667000	-70.016167000		
T	2018-07-18 22:14:09	43.659667000	-70.014167000		
T	2018-07-18 22:14:51	43.658500000	-70.012333000		
T	2018-07-18 22:15:31	43.657667000	-70.010333000		
T	2018-07-18 22:16:14	43.656500000	-70.008500000		
T	2018-07-18 22:16:54	43.655667000	-70.006500000		
T	2018-07-18 22:17:35	43.655000000	-70.004333000		
T	2018-07-18 22:18:14	43.654167000	-70.002333000		
T	2018-07-18 22:18:58	43.653167000	-70.000333000		
T	2018-07-18 22:19:40	43.652167000	-69.998333000		
T	2018-07-18 22:20:25	43.651167000	-69.996333000		
T	2018-07-18 22:21:09	43.650000000	-69.994333000		
T	2018-07-18 22:21:51	43.649000000	-69.992333000		
T	2018-07-18 22:22:36	43.648000000	-69.990333000		
T	2018-07-18 22:23:19	43.647000000	-69.988333000		
T	2018-07-18 22:24:01	43.646000000	-69.986333000		
T	2018-07-18 22:24:43	43.645000000	-69.984333000		
T	2018-07-18 22:25:25	43.644000000	-69.982333000		
T	2018-07-18 22:26:10	43.643000000	-69.980333000		
T	2018-07-18 22:26:53	43.642000000	-69.978333000		
T	2018-07-18 22:27:35	43.641000000	-69.976333000		
T	2018-07-18 22:28:16	43.640000000	-69.974333000		
T	2018-07-18 22:28:58	43.639167000	-69.972333000		
T	2018-07-18 22:29:40	43.638167000	-69.970333000		
T	2018-07-18 22:30:25	43.637167000	-69.968333000		
T	2018-07-18 22:32:22	43.635833000	-69.966833000		
T	2018-07-18 22:39:16	43.634167000	-69.966833000		
T	2018-07-18 22:44:40	43.633000000	-69.968500000		
T	2018-07-18 22:45:46	43.631500000	-69.967167000		
T	2018-07-18 22:46:28	43.630000000	-69.965833000		
T	2018-07-18 22:47:11	43.628500000	-69.964500000		
T	2018-07-18 22:47:53	43.627000000	-69.963000000		
T	2018-07-18 22:48:36	43.625500000	-69.961667000		
T	2018-07-18 22:49:18	43.624000000	-69.960333000		
T	2018-07-18 22:50:00	43.622667000	-69.958833000		
T	2018-07-18 22:50:39	43.621167000	-69.957500000		
T	2018-07-18 22:51:23	43.619667000	-69.956000000		
T	2018-07-18 22:52:06	43.618167000	-69.954667000		
T	2018-07-18 22:52:49	43.616833000	-69.953167000		
T	2018-07-18 22:53:29	43.615333000	-69.951833000		
T	2018-07-18 22:54:13	43.614000000	-69.950333000		
T	2018-07-18 22:54:52	43.612500000	-69.949000000		
T	2018-07-18 22:55:37	43.611000000	-69.947667000		
T	2018-07-18 22:56:21	43.609500000	-69.946167000		
T	2018-07-18 22:57:06	43.608000000	-69.944833000		
T	2018-07-18 22:57:48	43.606667000	-69.943333000		
T	2018-07-18 22:58:28	43.605167000	-69.942000000		
T	2018-07-18 22:59:13	43.603667000	-69.940500000		
T	2018-07-18 22:59:57	43.602167000	-69.939167000		
T	2018-07-18 23:00:39	43.600667000	-69.937833000		
T	2018-07-18 23:01:21	43.599167000	-69.936667000		
T	2018-07-18 23:02:02	43.597667000	-69.935500000		
T	2018-07-18 23:02:45	43.596000000	-69.934500000		
T	2018-07-18 23:03:46	43.594333000	-69.933667000		
T	2018-07-18 23:07:46	43.592667000	-69.934167000		
T	2018-07-18 23:24:02	43.592500000	-69.936500000		
T	2018-07-18 23:29:46	43.591333000	-69.938333000		
T	2018-07-18 23:30:58	43.589833000	-69.937167000		
T	2018-07-18 23:31:39	43.588333000	-69.936000000		
T	2018-07-18 23:32:20	43.586833000	-69.934833000		
T	2018-07-18 23:33:00	43.585333000	-69.933667000		
T	2018-07-18 23:33:41	43.583833000	-69.932500000		
T	2018-07-18 23:34:23	43.582333000	-69.931333000		
T	2018-07-18 23:35:04	43.580833000	-69.930000000		
T	2018-07-18 23:35:46	43.579333000	-69.928833000		
T	2018-07-18 23:36:27	43.577833000	-69.927500000		
T	2018-07-18 23:37:10	43.576333000	-69.926167000		
T	2018-07-18 23:37:51	43.574833000	-69.924833000		
T	2018-07-18 23:38:34	43.573333000	-69.923500000		
T	2018-07-18 23:39:15	43.571833000	-69.922167000		
T	2018-07-18 23:39:57	43.570333000	-69.921000000		
T	2018-07-18 23:40:41	43.568833000	-69.919500000		
T	2018-07-18 23:41:24	43.567333000	-69.918000000		
T	2018-07-18 23:42:08	43.565833000	-69.916667000		
T	2018-07-18 23:42:49	43.564500000	-69.915167000		
T	2018-07-18 23:43:33	43.563000000	-69.913667000		
T	2018-07-18 23:44:16	43.561667000	-69.912167000		
T	2018-07-18 23:44:56	43.560167000	-69.910833000		
T	2018-07-18 23:45:38	43.558833000	-69.909333000		
T	2018-07-18 23:46:20	43.557500000	-69.907833000		
T	2018-07-18 23:47:00	43.556000000	-69.906500000		
T	2018-07-18 23:47:42	43.554667000	-69.905000000		
T	2018-07-18 23:48:24	43.553167000	-69.903667000		
T	2018-07-18 23:49:04	43.551833000	-69.902167000		
T	2018-07-18 23:49:47	43.550500000	-69.900667000		
T	2018-07-18 23:50:28	43.549000000	-69.899333000		
T	2018-07-18 23:51:09	43.547667000	-69.897833000		
T	2018-07-18 23:51:53	43.546167000	-69.896333000		
T	2018-07-18 23:52:35	43.544833000	-69.894833000		
T	2018-07-18 23:53:16	43.543333000	-69.893500000		
T	2018-07-18 23:53:56	43.542000000	-69.892000000		
T	2018-07-18 23:54:39	43.540667000	-69.890500000		
T	2018-07-18 23:55:19	43.539333000	-69.889000000		
T	2018-07-18 23:56:00	43.538000000	-69.887500000		
T	2018-07-18 23:56:40	43.536667000	-69.886000000		
T	2018-07-18 23:57:21	43.535167000	-69.884667000		
T	2018-07-18 23:58:02	43.533833000	-69.883167000		
T	2018-07-18 23:58:42	43.532500000	-69.881667000		
T	2018-07-18 23:59:23	43.531167000	-69.880167000		
T	2018-07-19 00:00:03	43.529833000	-69.878667000		
T	2018-07-19 00:00:45	43.528500000	-69.877167000		
T	2018-07-19 00:01:26	43.527167000	-69.875667000		
T	2018-07-19 00:02:07	43.525667000	-69.874333000		
T	2018-07-19 00:02:47	43.524333000	-69.872833000		
T	2018-07-19 00:03:26	43.523000000	-69.871333000		
T	2018-07-19 00:04:13	43.521667000	-69.869833000		
T	2018-07-19 00:05:49	43.520333000	-69.868333000		
T	2018-07-19 00:11:31	43.518833000	-69.869500000		
T	2018-07-19 00:17:33	43.517667000	-69.871167000		
T	2018-07-19 00:21:27	43.516000000	-69.871667000		
T	2018-07-19 00:22:14	43.514500000	-69.870500000		
T	2018-07-19 00:22:56	43.513000000	-69.869333000		
T	2018-07-19 00:23:36	43.511500000	-69.868167000		
T	2018-07-19 00:24:17	43.510000000	-69.866833000		
T	2018-07-19 00:24:58	43.508500000	-69.865667000		
T	2018-07-19 00:25:41	43.507000000	-69.864500000		
T	2018-07-19 00:26:21	43.505500000	-69.863333000		
T	2018-07-19 00:27:02	43.504000000	-69.862000000		
T	2018-07-19 00:27:43	43.502500000	-69.860833000		
T	2018-07-19 00:28:25	43.501000000	-69.859500000		
T	2018-07-19 00:29:06	43.499500000	-69.858333000		
T	2018-07-19 00:29:48	43.498000000	-69.857000000		
T	2018-07-19 00:30:29	43.496500000	-69.855833000		
T	2018-07-19 00:31:11	43.495000000	-69.854667000		
T	2018-07-19 00:31:53	43.493500000	-69.853333000		
T	2018-07-19 00:32:38	43.492000000	-69.852000000		
T	2018-07-19 00:33:22	43.490500000	-69.850667000		
T	2018-07-19 00:34:06	43.489000000	-69.849333000		
T	2018-07-19 00:34:51	43.487500000	-69.848167000		
T	2018-07-19 00:35:34	43.486000000	-69.846833000		
T	2018-07-19 00:36:19	43.484500000	-69.845500000		
T	2018-07-19 00:37:01	43.483000000	-69.844167000		
T	2018-07-19 00:37:46	43.481500000	-69.843000000		
T	2018-07-19 00:38:31	43.480000000	-69.841667000		
T	2018-07-19 00:39:14	43.478500000	-69.840333000		
T	2018-07-19 00:39:58	43.477000000	-69.839000000		
T	2018-07-19 00:40:44	43.475500000	-69.837667000		
T	2018-07-19 00:41:29	43.474000000	-69.836333000		
T	2018-07-19 00:42:13	43.472500000	-69.835000000		
T	2018-07-19 00:42:56	43.471167000	-69.833500000		
T	2018-07-19 00:43:42	43.469667000	-69.832167000		
T	2018-07-19 00:44:23	43.468333000	-69.830667000		
T	2018-07-19 00:45:08	43.466833000	-69.829333000		
T	2018-07-19 00:45:50	43.465500000	-69.827833000		
T	2018-07-19 00:46:36	43.464000000	-69.826333000		
T	2018-07-19 00:47:20	43.462667000	-69.824833000		
T	2018-07-19 00:48:04	43.461167000	-69.823500000		
T	2018-07-19 00:48:46	43.459833000	-69.822000000		
T	2018-07-19 00:49:27	43.458500000	-69.820500000		
T	2018-07-19 00:50:12	43.457167000	-69.818833000		
T	2018-07-19 00:50:56	43.455833000	-69.817333000		
T	2018-07-19 00:51:38	43.454500000	-69.815833000		
T	2018-07-19 00:52:22	43.453167000	-69.814333000		
T	2018-07-19 00:53:03	43.451833000	-69.812833000		
T	2018-07-19 00:53:46	43.450667000	-69.811167000		
T	2018-07-19 00:54:31	43.449333000	-69.809667000		
T	2018-07-19 00:56:11	43.447833000	-69.808500000		
T	2018-07-19 01:05:03	43.447000000	-69.810500000		
T	2018-07-19 01:12:04	43.445333000	-69.810500000		
T	2018-07-19 01:12:50	43.443667000	-69.809500000		
T	2018-07-19 01:13:31	43.442167000	-69.808333000		
T	2018-07-19 01:14:14	43.440667000	-69.807167000		
T	2018-07-19 01:14:55	43.439167000	-69.806000000		
T	2018-07-19 01:15:38	43.437667000	-69.804833000		
T	2018-07-19 01:16:20	43.436167000	-69.803667000		
T	2018-07-19 01:17:04	43.434667000	-69.802500000		
T	2018-07-19 01:17:51	43.433167000	-69.801000000		
T	2018-07-19 01:18:36	43.431667000	-69.799667000		
T	2018-07-19 01:19:19	43.430167000	-69.798333000		
T	2018-07-19 01:20:03	43.428833000	-69.796833000		
T	2018-07-19 01:20:45	43.427333000	-69.795667000		
T	2018-07-19 01:21:29	43.426000000	-69.794167000		
T	2018-07-19 01:22:10	43.424500000	-69.793000000		
T	2018-07-19 01:22:53	43.423167000	-69.791500000		
T	2018-07-19 01:23:33	43.421667000	-69.790333000		
T	2018-07-19 01:24:17	43.420333000	-69.788833000		
T	2018-07-19 01:24:57	43.418667000	-69.788167000		
T	2018-07-19 01:25:39	43.417000000	-69.788333000		
T	2018-07-19 01:26:19	43.415333000	-69.788500000		
T	2018-07-19 01:27:00	43.413667000	-69.788833000		
T	2018-07-19 01:27:40	43.412000000	-69.789167000		
T	2018-07-19 01:28:20	43.410333000	-69.789333000		
T	2018-07-19 01:29:01	43.408667000	-69.789667000		
T	2018-07-19 01:29:41	43.407000000	-69.789833000		
T	2018-07-19 01:30:21	43.405333000	-69.789667000		
T	2018-07-19 01:31:03	43.403667000	-69.789167000		
T	2018-07-19 01:31:48	43.402000000	-69.788167000		
T	2018-07-19 01:32:30	43.400500000	-69.787000000		
T	2018-07-19 01:33:14	43.399167000	-69.785500000		
T	2018-07-19 01:33:54	43.397833000	-69.784000000		
T	2018-07-19 01:34:40	43.396667000	-69.782167000		
T	2018-07-19 01:35:25	43.395500000	-69.780333000		
T	2018-07-19 01:36:08	43.394333000	-69.778500000		
T	2018-07-19 01:36:49	43.393167000	-69.776833000		
T	2018-07-19 01:37:31	43.392000000	-69.775167000		
T	2018-07-19 01:38:13	43.390833000	-69.773500000		
T	2018-07-19 01:38:55	43.389667000	-69.771833000		
T	2018-07-19 01:39:36	43.388500000	-69.770167000		
T	2018-07-19 01:40:18	43.387333000	-69.768500000		
T	2018-07-19 01:41:00	43.386167000	-69.766833000		
T	2018-07-19 01:41:41	43.385000000	-69.765167000		
T	2018-07-19 01:42:23	43.383833000	-69.763500000		
T	2018-07-19 01:43:05	43.382667000	-69.761833000		
T	2018-07-19 01:43:47	43.381500000	-69.760167000		
T	2018-07-19 01:44:28	43.380333000	-69.758500000		
T	2018-07-19 01:45:09	43.379167000	-69.756833000		
T	2018-07-19 01:45:48	43.378000000	-69.755167000		
T	2018-07-19 01:46:32	43.376833000	-69.753500000		
T	2018-07-19 01:47:14	43.375667000	-69.751667000		
T	2018-07-19 01:47:56	43.374500000	-69.750000000		
T	2018-07-19 01:48:40	43.373333000	-69.748167000		
T	2018-07-19 01:49:22	43.372167000	-69.746333000		
T	2018-07-19 01:50:04	43.371000000	-69.744667000		
T	2018-07-19 01:50:48	43.369833000	-69.743000000		
T	2018-07-19 01:53:34	43.368167000	-69.742333000		
T	2018-07-19 02:09:52	43.366667000	-69.743500000		
T	2018-07-19 02:16:50	43.365000000	-69.743833000		
T	2018-07-19 02:17:38	43.363333000	-69.744667000		
T	2018-07-19 02:18:20	43.361833000	-69.745667000		
T	2018-07-19 02:19:00	43.360167000	-69.746500000		
T	2018-07-19 02:19:43	43.358500000	-69.747500000		
T	2018-07-19 02:20:26	43.356833000	-69.748000000		
T	2018-07-19 02:21:06	43.355167000	-69.748667000		
T	2018-07-19 02:21:47	43.353500000	-69.749167000		
T	2018-07-19 02:22:28	43.351833000	-69.749500000		
T	2018-07-19 02:23:08	43.350167000	-69.750000000		
T	2018-07-19 02:23:49	43.348500000	-69.750500000		
T	2018-07-19 02:24:30	43.346833000	-69.751000000		
T	2018-07-19 02:25:10	43.345167000	-69.751333000		
T	2018-07-19 02:25:51	43.343500000	-69.751833000		
T	2018-07-19 02:26:32	43.341833000	-69.752167000		
T	2018-07-19 02:27:12	43.340167000	-69.752667000		
T	2018-07-19 02:27:53	43.338500000	-69.753000000		
T	2018-07-19 02:28:32	43.336833000	-69.753500000		
T	2018-07-19 02:29:13	43.335167000	-69.753833000		
T	2018-07-19 02:29:53	43.333500000	-69.754167000		
T	2018-07-19 02:30:33	43.331833000	-69.754667000		
T	2018-07-19 02:31:13	43.330167000	-69.755000000		
T	2018-07-19 02:31:53	43.328500000	-69.755500000		
T	2018-07-19 02:32:33	43.326833000	-69.755833000		
T	2018-07-19 02:33:14	43.325167000	-69.756333000		
T	2018-07-19 02:33:55	43.323500000	-69.756667000		
T	2018-07-19 02:34:36	43.321833000	-69.757167000		
T	2018-07-19 02:35:14	43.320167000	-69.757500000		
T	2018-07-19 02:35:54	43.318500000	-69.757833000		
T	2018-07-19 02:36:36	43.316833000	-69.758167000		
T	2018-07-19 02:37:14	43.315167000	-69.758667000		
T	2018-07-19 02:37:55	43.313500000	-69.759000000		
T	2018-07-19 02:38:35	43.311833000	-69.759333000		
T	2018-07-19 02:39:13	43.310167000	-69.759667000		
T	2018-07-19 02:39:53	43.308500000	-69.760000000		
T	2018-07-19 02:40:32	43.306833000	-69.760333000		
T	2018-07-19 02:41:12	43.305167000	-69.760667000		
T	2018-07-19 02:41:52	43.303500000	-69.761000000		
T	2018-07-19 02:42:31	43.301833000	-69.761500000		
T	2018-07-19 02:43:10	43.300167000	-69.761833000		
T	2018-07-19 02:43:50	43.298500000	-69.762167000		
T	2018-07-19 02:44:30	43.296833000	-69.762500000		
T	2018-07-19 02:45:10	43.295167000	-69.762833000		
T	2018-07-19 02:45:49	43.293500000	-69.763167000		
T	2018-07-19 02:46:28	43.291833000	-69.763500000		
T	2018-07-19 02:47:08	43.290167000	-69.763833000		
T	2018-07-19 02:47:46	43.288500000	-69.764167000		
T	2018-07-19 02:48:26	43.286833000	-69.764667000		
T	2018-07-19 02:49:06	43.285167000	-69.765167000		
T	2018-07-19 02:49:45	43.283500000	-69.765500000		
T	2018-07-19 02:50:24	43.281833000	-69.766000000		
T	2018-07-19 02:51:05	43.280167000	-69.766500000		
T	2018-07-19 02:51:43	43.278500000	-69.766833000		
T	2018-07-19 02:52:23	43.276833000	-69.767333000		
T	2018-07-19 02:53:02	43.275167000	-69.767667000		
T	2018-07-19 02:53:42	43.273500000	-69.768167000		
T	2018-07-19 02:54:20	43.271833000	-69.768500000		
T	2018-07-19 02:55:00	43.270167000	-69.769000000		
T	2018-07-19 02:55:39	43.268500000	-69.769333000		
T	2018-07-19 02:56:18	43.266833000	-69.769833000		
T	2018-07-19 02:56:57	43.265167000	-69.770333000		
T	2018-07-19 02:57:36	43.263500000	-69.770667000		
T	2018-07-19 02:58:17	43.261833000	-69.771167000		
T	2018-07-19 02:58:55	43.260167000	-69.771500000		
T	2018-07-19 02:59:34	43.258500000	-69.772000000		
T	2018-07-19 03:00:15	43.256833000	-69.772500000		
T	2018-07-19 03:00:53	43.255167000	-69.772833000		
T	2018-07-19 03:01:32	43.253500000	-69.773333000		
T	2018-07-19 03:02:11	43.251833000	-69.773833000		
T	2018-07-19 03:02:51	43.250167000	-69.774167000		
T	2018-07-19 03:03:31	43.248500000	-69.774667000		
T	2018-07-19 03:04:10	43.246833000	-69.775167000		
T	2018-07-19 03:04:50	43.245167000	-69.775667000		
T	2018-07-19 03:05:30	43.243500000	-69.776167000		
T	2018-07-19 03:06:11	43.241833000	-69.776500000		
T	2018-07-19 03:06:48	43.240167000	-69.777000000		
T	2018-07-19 03:07:28	43.238500000	-69.777333000		
T	2018-07-19 03:08:09	43.236833000	-69.777833000		
T	2018-07-19 03:08:50	43.235167000	-69.778167000		
T	2018-07-19 03:09:30	43.233500000	-69.778667000		
T	2018-07-19 03:10:10	43.231833000	-69.779167000		
T	2018-07-19 03:10:50	43.230167000	-69.779500000		
T	2018-07-19 03:11:30	43.228500000	-69.779833000		
T	2018-07-19 03:12:11	43.226833000	-69.780333000		
T	2018-07-19 03:12:51	43.225167000	-69.780667000		
T	2018-07-19 03:13:31	43.223500000	-69.781000000		
T	2018-07-19 03:14:11	43.221833000	-69.781500000		
T	2018-07-19 03:14:51	43.220167000	-69.781833000		
T	2018-07-19 03:15:32	43.218500000	-69.782167000		
T	2018-07-19 03:16:12	43.216833000	-69.782667000		
T	2018-07-19 03:16:52	43.215167000	-69.783167000		
T	2018-07-19 03:17:32	43.213500000	-69.783667000		
T	2018-07-19 03:18:11	43.211833000	-69.784000000		
T	2018-07-19 03:18:50	43.210167000	-69.784333000		
T	2018-07-19 03:19:30	43.208500000	-69.784833000		
T	2018-07-19 03:20:09	43.206833000	-69.785333000		
T	2018-07-19 03:20:48	43.205167000	-69.785667000		
T	2018-07-19 03:21:29	43.203500000	-69.786167000		
T	2018-07-19 03:22:07	43.201833000	-69.786667000		
T	2018-07-19 03:22:46	43.200167000	-69.787167000		
T	2018-07-19 03:23:26	43.198500000	-69.787500000		
T	2018-07-19 03:24:04	43.196833000	-69.788000000		
T	2018-07-19 03:24:42	43.195167000	-69.788333000		
T	2018-07-19 03:25:21	43.193500000	-69.788833000		
T	2018-07-19 03:26:01	43.191833000	-69.789333000		
T	2018-07-19 03:26:38	43.190167000	-69.789667000		
T	2018-07-19 03:27:15	43.188500000	-69.790167000		
T	2018-07-19 03:27:55	43.186833000	-69.790667000		
T	2018-07-19 03:28:34	43.185167000	-69.791000000		
T	2018-07-19 03:29:12	43.183500000	-69.791500000		
T	2018-07-19 03:29:51	43.181833000	-69.791833000		
T	2018-07-19 03:30:29	43.180167000	-69.792333000		
T	2018-07-19 03:31:08	43.178500000	-69.792667000		
T	2018-07-19 03:31:47	43.176833000	-69.793000000		
T	2018-07-19 03:32:26	43.175167000	-69.793500000		
T	2018-07-19 03:33:05	43.173500000	-69.793833000		
T	2018-07-19 03:33:43	43.171833000	-69.794333000		
T	2018-07-19 03:34:23	43.170167000	-69.794667000		
T	2018-07-19 03:35:00	43.168500000	-69.795000000		
T	2018-07-19 03:35:39	43.166833000	-69.795333000		
T	2018-07-19 03:36:17	43.165167000	-69.795833000		
T	2018-07-19 03:36:56	43.163500000	-69.796167000		
T	2018-07-19 03:37:33	43.161833000	-69.796500000		
T	2018-07-19 03:38:13	43.160167000	-69.796833000		
T	2018-07-19 03:38:50	43.158500000	-69.797167000		
T	2018-07-19 03:39:28	43.156833000	-69.797667000		
T	2018-07-19 03:40:07	43.155167000	-69.798000000		
T	2018-07-19 03:40:46	43.153500000	-69.798500000		
T	2018-07-19 03:41:25	43.151833000	-69.799000000		
T	2018-07-19 03:42:04	43.150167000	-69.799500000		
T	2018-07-19 03:42:44	43.148500000	-69.799833000		
T	2018-07-19 03:43:21	43.146833000	-69.800333000		
T	2018-07-19 03:44:00	43.145167000	-69.800833000		
T	2018-07-19 03:44:39	43.143500000	-69.801333000		
T	2018-07-19 03:45:18	43.141833000	-69.801667000		
T	2018-07-19 03:45:56	43.140167000	-69.802167000		
T	2018-07-19 03:46:34	43.138500000	-69.802500000		
T	2018-07-19 03:47:13	43.136833000	-69.803000000		
T	2018-07-19 03:47:52	43.135167000	-69.803500000		
T	2018-07-19 03:48:31	43.133500000	-69.804000000		
T	2018-07-19 03:49:09	43.131833000	-69.804333000		
T	2018-07-19 03:49:49	43.130167000	-69.804833000		
T	2018-07-19 03:50:26	43.128500000	-69.805333000		
T	2018-07-19 03:51:04	43.126833000	-69.805833000		
T	2018-07-19 03:51:42	43.125167000	-69.806167000		
T	2018-07-19 03:52:22	43.123500000	-69.806667000		
T	2018-07-19 03:52:59	43.121833000	-69.807000000		
T	2018-07-19 03:53:38	43.120167000	-69.807500000		
T	2018-07-19 03:54:16	43.118500000	-69.807833000		
T	2018-07-19 03:54:54	43.116833000	-69.808167000		
T	2018-07-19 03:55:32	43.115167000	-69.808667000		
T	2018-07-19 03:56:11	43.113500000	-69.809167000		
T	2018-07-19 03:56:49	43.111833000	-69.809500000		
T	2018-07-19 03:57:28	43.110167000	-69.810000000		
T	2018-07-19 03:58:06	43.108500000	-69.810333000		
T	2018-07-19 03:58:45	43.106833000	-69.810833000		
T	2018-07-19 03:59:22	43.105167000	-69.811167000		
T	2018-07-19 04:00:01	43.103500000	-69.811500000		
T	2018-07-19 04:00:39	43.101833000	-69.811833000		
T	2018-07-19 04:01:18	43.100167000	-69.812333000		
T	2018-07-19 04:01:56	43.098500000	-69.812667000		
T	2018-07-19 04:02:34	43.096833000	-69.813000000		
T	2018-07-19 04:03:12	43.095167000	-69.813333000		
T	2018-07-19 04:03:50	43.093500000	-69.813667000		
T	2018-07-19 04:04:29	43.091833000	-69.814000000		
T	2018-07-19 04:05:05	43.090167000	-69.814500000		
T	2018-07-19 04:05:43	43.088500000	-69.814833000		
T	2018-07-19 04:06:22	43.086833000	-69.815167000		
T	2018-07-19 04:07:01	43.085167000	-69.815667000		
T	2018-07-19 04:07:39	43.083500000	-69.816000000		
T	2018-07-19 04:08:16	43.081833000	-69.816500000		
T	2018-07-19 04:08:52	43.080167000	-69.816833000		
T	2018-07-19 04:09:32	43.078500000	-69.817167000		
T	2018-07-19 04:10:10	43.076833000	-69.817667000		
T	2018-07-19 04:10:48	43.075167000	-69.818000000		
T	2018-07-19 04:11:25	43.073500000	-69.818500000		
T	2018-07-19 04:12:04	43.071833000	-69.818833000		
T	2018-07-19 04:12:42	43.070167000	-69.819333000		
T	2018-07-19 04:13:20	43.068500000	-69.819667000		
T	2018-07-19 04:13:58	43.066833000	-69.820000000		
